Document Title,Abstract,Year,PDF Link,label,code,time
On-line detection of control-flow errors in SoCs by means of an infrastructure IP core,"In sub-micron technology circuits high integration levels coupled with the increased sensitivity to soft errors even at ground level make the task of guaranteeing systems' dependability more difficult than ever. In this paper we present a new approach to detect control-flow errors by exploiting a low-cost infrastructure intellectual property (I-IP) core that works in cooperation with software-based techniques. The proposed approach is particularly suited when the system to be hardened is implemented as a system-on-chip (SoC), since the I-IP can be added easily and it is independent on the application. Experimental results are reported showing the effectiveness of the proposed approach.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1467779,no,undetermined,0
Assured reconfiguration of fail-stop systems,"Hardware dependability improvements have led to a situation in which it is sometimes unnecessary to employ extensive hardware replication to mask hardware faults. Expanding upon our previous work on assured reconfiguration for single processes and building upon the fail-stop model of processor behavior, we define a framework that provides assured reconfiguration for concurrent software. This framework can provide high dependability with lower space, power, and weight requirements than systems that replicate hardware to mask all anticipated faults. We base our assurance argument on a proof structure that extends the proofs for the single-application case and includes the fail-stop model of processor behavior. To assess the feasibility of instantiating our framework, we have implemented a hypothetical avionics system that is representative of what might be found on an unmanned aerial vehicle.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1467774,no,undetermined,0
Bi-layer segmentation of binocular stereo video,"This paper describes two algorithms capable of real-time segmentation of foreground from background layers in stereo video sequences. Automatic separation of layers from colour/contrast or from stereo alone is known to be error-prone. Here, colour, contrast and stereo matching information are fused to infer layers accurately and efficiently. The first algorithm, layered dynamic programming (LDP), solves stereo in an extended 6-state space that represents both foreground/background layers and occluded regions. The stereo-match likelihood is then fused with a contrast-sensitive colour model that is learned on the fly, and stereo disparities are obtained by dynamic programming. The second algorithm, layered graph cut (LGC), does not directly solve stereo. Instead the stereo match likelihood is marginalised over foreground and background hypotheses, and fused with a contrast-sensitive colour model like the one used in LDP. Segmentation is solved efficiently by ternary graph cut. Both algorithms are evaluated with respect to ground truth data and found to have similar p performance, substantially better than stereo or colour/contrast alone. However, their characteristics with respect to computational efficiency are rather different. The algorithms are demonstrated in the application of background substitution and shown to give good quality composite video output.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1467471,no,undetermined,0
On-Line Process Monitoring and Fault Isolation Using PCA,"This paper describes a real-time on-line process monitoring and fault isolation approach using PCA (principal component analysis). It also presents the software implementation architecture using an OPC (OLE for process control) compliant framework, which enables a seamless integration with the real plant and DCS. The proposed approach and architecture are implemented to monitor a refinery process simulation that produces cyclohexane using benzene and hydrogen. The result shows that both sensor faults and process faults can be detected on-line and the dominating process variables may be isolated",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1467092,no,undetermined,0
Digital system for detection and classification of electrical events,"The paper describes an algorithm to detect and classify electrical events related to power quality. The events detection is based on monitoring the statistical characteristics of the energy of the error signal, which is defined as the difference between the monitored waveform and a sinusoidal wave generated with the same magnitude, frequency, and phase as the fundamental sinusoidal component. The novel feature is event recognition based on a neural network that uses the error signal as input. Multi-rate techniques are also employed to improve the system operation for on-line applications. Software tests were performed showing the good performance of the system.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1465861,no,undetermined,0
Toward understanding the rhetoric of small source code changes,"Understanding the impact of software changes has been a challenge since software systems were first developed. With the increasing size and complexity of systems, this problem has become more difficult. There are many ways to identify the impact of changes on the system from the plethora of software artifacts produced during development, maintenance, and evolution. We present the analysis of the software development process using change and defect history data. Specifically, we address the problem of small changes by focusing on the properties of the changes rather than the properties of the code itself. Our study reveals that 1) there is less than 4 percent probability that a one-line change introduces a fault in the code, 2) nearly 10 percent of all changes made during the maintenance of the software under consideration were one-line changes, 3) nearly 50 percent of the changes were small changes, 4) nearly 40 percent of changes to fix faults resulted in further faults, 5) the phenomena of change differs for additions, deletions, and modifications as well as for the number of lines affected, and 6) deletions of up to 10 lines did not cause faults.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1463233,no,undetermined,0
A software tool to relate technical performance to user experience in a mobile context,"Users in todaypsilas mobile ICT environment are confronted with more and more innovations and an ever increasing technical quality, which makes them more demanding and harder to please. It is often hard to measure and to predict the user experience during service consumption. This is nevertheless a very important dimension that should be taken into account while developing applications or frameworks. In this paper we demonstrate a software tool that is integrated in a wireless living lab environment in order to validate and quantify actual user experience. The methodology to assess the user experience combines both technological and social assets. User experience of a Wineguide application on a PDA is related to signal strength, monitored during usage of the applications. Higher signal strengths correspond with a better experience (e.g. speed). Finally, difference in the experience among users will be discussed.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4594902,no,undetermined,0
Design and evaluation of hybrid fault-detection systems,"As chip densities and clock rates increase, processors are becoming more susceptible to transient faults that can affect program correctness. Up to now, system designers have primarily considered hardware-only and software-only fault-detection mechanisms to identify and mitigate the deleterious effects of transient faults. These two fault-detection systems, however, are extremes in the design space, representing sharp trade-offs between hardware cost, reliability, and performance. In this paper, we identify hybrid hardware/software fault-detection mechanisms as promising alternatives to hardware-only and software-only systems. These hybrid systems offer designers more options to fit their reliability needs within their hardware and performance budgets. We propose and evaluate CRAFT, a suite of three such hybrid techniques, to illustrate the potential of the hybrid approach. For fair, quantitative comparisons among hardware, software, and hybrid systems, we introduce a new metric, mean work to failure, which is able to compare systems for which machine instructions do not represent a constant unit of work. Additionally, we present a new simulation framework which rapidly assesses reliability and does not depend on manual identification of failure modes. Our evaluation illustrates that CRAFT, and hybrid techniques in general, offer attractive options in the fault-detection design space.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1431553,no,undetermined,0
Adaptive multi-language code generation using YAMDAT,"In the current environment of accelerating technological change, software development continues to be difficult, unpredictable, expensive, and error-prone model driven architecture (MDA), sometimes known as Executable UML, offers a possible solution. MDA provides design notations with precisely defined semantics. Using these notations, developers can create a design model that is detailed and complete enough that the model can be verified and tested via simulation (ldquoexecutionrdquo). Design faults, omissions, and inconsistencies can be detected without writing any code. Furthermore, implementation code can be generated directly from the model. In fact, implementations in different languages or for different platforms can be generated from the same model.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4600402,no,undetermined,0
Fault tolerant data flow modeling using the generic modeling environment,"Designing embedded software for safety-critical, real-time feedback control applications is a complex and error prone task. Fault tolerance is an important aspect of safety. In general, fault tolerance is achieved by duplicating hardware components, a solution that is often more expensive than needed. In applications such as automotive electronics, a subset of the functionalities has to be guaranteed while others are not crucial to the safety of the operation of the vehicle. In this case, we must make sure that this subset is operational under the potential faults of the architecture. A model of computation called fault-tolerant data flow (FTDF) was recently introduced to describe at the highest level of abstraction of the design the fault tolerance requirements on the functionality of the system. Then, the problem of implementing the system efficiently on a platform consists of finding a mapping of the FTDF model on the components of the platform. A complete design flow for this kind of application requires a user-friendly graphical interface to capture the functionality of the systems with the FTDF model, algorithms for choosing an architecture optimally, (possibly automatic) code generation for the parts of the system to be implemented in software and verification tools. In this paper, we use the generic modeling environment (GME) developed at Vanderbilt University to design a graphical design capture system and to provide the infrastructure for automatic code generation. The design flow is embedded into the Metropolis environment developed at the University of California at Berkeley to provide the necessary verification and analysis framework.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1409921,no,undetermined,0
Development of customized distribution automation system (DAS) for secure fault isolation in low voltage distribution system,"This paper presents the development of customized distribution automation system (DAS) for secure fault isolation at the low voltage (LV) down stream, 415/240 V by using the Tenaga Nasional Berhad (TNB) distribution system. It is the first DAS research work done on customer side substation for operating and controlling between the consumer side system and the substation in an automated manner. Most of the work is focused on developing very secure fault isolation whereby the fault is detected, identified, isolated and remedied in few seconds. Supervisory Control and Data Acquisition (SCADA) techniques has been utilized to build Human Machine Interface (HMI) that provides a graphical operator interface functions to monitor and control the system. Microprocessor based Remote Monitoring Devices have been used for customized software to be downloaded to the hardware. Power Line Carrier (PLC) has been used as communication media between the consumer and the substation. As result, complete DAS fault isolation system has been developed for cost reduction, maintenance time saving and less human intervention during faults.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4595984,no,undetermined,0
Quality metric for approximating subjective evaluation of 3-D objects,"Many factors, such as the number of vertices and the resolution of texture, can affect the display quality of three-dimensional (3-D) objects. When the resources of a graphics system are not sufficient to render the ideal image, degradation is inevitable. It is, therefore, important to study how individual factors will affect the overall quality, and how the degradation can be controlled given limited resources. In this paper, the essential factors determining the display quality are reviewed. We then integrate two important ones, resolution of texture and resolution of wireframe, and use them in our model as a perceptual metric. We assess this metric using statistical data collected from a 3-D quality evaluation experiment. The statistical model and the methodology to assess the display quality metric are discussed. A preliminary study of the reliability of the estimates is also described. The contribution of this paper lies in: 1) determining the relative importance of wireframe versus texture resolution in perceptual quality evaluation and 2) proposing an experimental strategy for verifying and fitting a quantitative model that estimates 3-D perceptual quality. The proposed quantitative method is found to fit closely to subjective ratings by human observers based on preliminary experimental results.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1407900,no,undetermined,0
A parallel-line detection algorithm based on HMM decoding,"The detection of groups of parallel lines is important in applications such as form processing and text (handwriting) extraction from rule lined paper. These tasks can be very challenging in degraded documents where the lines are severely broken. In this paper, we propose a novel model-based method which incorporates high-level context to detect these lines. After preprocessing (such as skew correction and text filtering), we use trained hidden Markov models (HMM) to locate the optimal positions of all lines simultaneously on the horizontal or vertical projection profiles, based on the Viterbi decoding. The algorithm is trainable so it can be easily adapted to different application scenarios. The experiments conducted on known form processing and rule line detection show our method is robust, and achieves better results than other widely used line detection methods.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1407880,no,undetermined,0
The Potemkin village and the art of deception,"Potemkin village is """"something that appears elaborate and impressive but in actual fact lacks substance"""". The software analogies for the Potemkin village are ripe for exploration. Software antipatterns address problem-solution pairs in which the typical solution is more harmful than the problem it solves. In essence, an antipattern presents an identifiable problem, the accompanying harmful effects of the typical solution, and a more appropriate solution called a refactoring. In this sense, the software version of a Potemkin village is an antipattern: Problem: deliver software with an impressive interface quickly. Solution: employ a ready-made architecture that provides an impressive interface quickly; spend as little time as possible on the back-end processing. Refactoring: do it right the first time. The author doesn't want to make the case too strongly that the building of Potemkin villages is a deliberate strategy of fraud that companies perpetrate. Is a weak piece of software covered by an elaborate GUI a deliberate fraud or simply poor design? You must assume the latter in the absence of proof. When faced with a Potemkin village or an emperor's new clothes situation, you must expose it immediately. Doing so is not easy when a high-quality GUI masks the shortcomings. You can, however, detect the situation through design reviews, and code inspections, reviews, or walkthroughs. Therefore, managers who oversee software projects (and customers who buy software) should require these reviews. Testing can sometimes uncover the situation, but it might be too late at this point. Test-driven design, on the other hand, can help avoid a Potemkin village.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1407809,no,undetermined,0
Performance evaluation of a connection-oriented Internet service based on a queueing model with finite capacity,"The operating mechanism of a connection-oriented Internet service is analyzed. Considering the finite buffer in connection-oriented Internet service, we establish a Geom/G/1/K queueing model with setup-close delay-close down for user-initiated session. Using the approach of an embedded Markovian chain and supplementary variables, we derive the probability distribution for the steady queue length and the probability generating function for the waiting time. Correspondingly, we study the performance measures of quality of service (QoS) in terms of system throughput, system response time, and system blocking probability. Based on the simulation results, we discuss the influence of the upper limit of close delay period and the capacity of the queueing model on the performance measures, which have potential application in the design, resource assigning, and optimal setting for the next generation Internet.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4598236,no,undetermined,0
Recovering Internet service sessions from operating system failures,"Current Internet service architectures lack support for salvaging stateful client sessions when the underlying operating system fails due to hangs, crashes, deadlocks, or panics. The backdoors (BD) system is designed to detect such failures and recover service sessions in clusters of Internet servers by extracting lightweight state associated with client service sessions from server memory. The BD architecture combines hardware and software mechanisms to enable accurate monitoring and remote healing actions, even in the presence of failures that render a system unavailable.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1405970,no,undetermined,0
Information stream oriented content adaptation for pervasive computing,"Content adaptation is a challenging work due to the dynamism and heterogeneity of the pervasive computing environments. Some researchers address this issue by organizing services into customized applications dynamically. However, due to the maintenance of the dependencies between services, these systems become more complicated with the growing of the system scale. Programming for these systems is also error-prone. This paper introduces our work in this field, UbiCon, an information streams oriented content adaptation system. By abstracting information streams into generic CONTENT entities, the system provides a simple and powerful means for services to operate information stream. The CONTENT is created by the system dynamically, and essentially has local association with related services. As a result, the CONTENT is also used as a loosely coupling mechanism for cooperating associated services. By abstracting services with a T model, the services effectively cooperate together with other services. As a result, a collection of sophisticated applications can be built with this services model. As a proof of concept, we have developed a prototype implementation. The preliminary experiments show the effectiveness of this system.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402378,no,undetermined,0
Anomaly detection in Web applications: a review of already conducted case studies,"The quality of Web applications is everyday more important. Web applications are crucial vehicles for commerce, information exchange, and a host of social and educational activities. Since a bug in a Web application could interrupt an entire business and cost millions of dollars, there is a strong demand for methodologies, tools and models that can improve the Web quality and reliability. Aim of our ongoing-work has been to investigate, define and apply a variety of analysis and testing techniques able to support the quality of Web applications. Validity of our solutions was assessed by extensive empirical work. A critical review of this five year long work shows that only 40% of the randomly selected real-world Web applications exhibit no anomalies/failures. Some tables reported in this paper summarize the relations between type of anomalies found and analyses applied. We are in need of better methodologies, techniques and tools for developing, maintaining and testing Web applications.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402156,no,undetermined,0
A Tool for Static and Dynamic Model Extraction and Impact Analysis,"Planning changes is often an imprecise task and implementing changes is often time consuming and error prone. One reason for these problems is inadequate support for efficient analysis of the impacts of the performed changes. The paper presents a technique, and associated tool, that uses a mixed static and dynamic model extraction for supporting the analysis of the impacts of changes.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402130,no,undetermined,0
Assuring information quality in Web service composition,"As organizations have begun increasingly to communicate and interact with consumers via the Web, so the information quality (IQ) of their offerings has become a central issue since it ensures service usability and utility for each visitor and, in addition, improves server utilization. In this article, we present an IQ-enable Web service architecture, IQEWS, by introducing a IQ broker module between service clients and providers (servers). The functions of the IQ broker module include assessing IQ about servers, making selection decisions for clients, and negotiating with servers to get IQ agreements. We study an evaluation scheme aimed at measuring the information quality of Web services used by IQ brokers acting as the front-end of servers. This methodology is composed of two main components, an evaluation scheme to analyze the information quality of Web services and a measurement algorithm to generate the linguistic recommendations.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4598537,no,undetermined,0
ADAMS Re-Trace: A Traceability Recovery Tool,"We present the traceability recovery tool developed in the ADAMS artefact management system. The tool is based on an Information Retrieval technique, namely Latent Semantic Indexing and aims at supporting the software engineer in the identification of the traceability links between artefacts of different types. We also present a case study involving seven student projects which represented an ideal workbench for the tool. The results emphasise the benefits provided by the tool in terms of new traceability links discovered, in addition to the links manually traced by the software engineer. Moreover, the tool was also helpful in identifying cases of lack of similarity between artefacts manually traced by the software engineer, thus revealing inconsistencies in the usage of domain terms in these artefacts. This information is valuable to assess the quality of the produced artefacts.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402112,no,undetermined,0
Detecting indirect coupling,"Coupling is considered by many to be an important concept in measuring design quality There is still much to be learned about which aspects of coupling affect design quality or other external attributes of software. Much of the existing work concentrates on direct coupling, that is, forms of coupling that exists between entities that are directly related to each other. A form of coupling that has so far received little attention is indirect coupling, that is, coupling between entities that are not directly related. What little discussion there is in the literature suggests that any form of indirect coupling is simple the transitive closure of a form of direct coupling. We demonstrate that this is not the case, that there are forms of indirect coupling that cannot be represented in this way and suggest ways to measure it. We present a tool that identifies a particular form of indirect coupling that is integrated in the Eclipse IDE.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402016,no,undetermined,0
Obtaining probabilistic dynamic state graphs for TPPAL processes,"Software engineers work gladly with process algebras, as they are very similar to programming languages. However, graphical models are better in order to understand how a system behaves, and even these graphical models allow us to analyze some properties of the systems. Then, in this paper we present two formalisms for the specification of concurrent systems. On the one hand we present the timed-probabilistic process algebra TPPAL, which is a suitable model for description of systems in which time and probabilities are two important factors to be considered in the description, as it occurs in real-time systems and fault-tolerant systems. Then, the specification written in TPPAL can be automatically translated into a graphical model (the so-called probabilistic dynamic state graphs), which allows us to simulate and evaluate the system. Thus, in this paper we present this translation, which is currently supported by a tool (TPAL).",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1402007,no,undetermined,0
Assessment driven process modeling for software process improvement,"Software process improvement (SPI) is used to develop processes to meet more effectively the software organizationpsilas business goals. Improvement opportunities can be exposed by conducting an assessment. A disciplined process assessment evaluates organizationpsilas processes against a process assessment model, which usually includes good software practices as indicators. Many benefits of SPI initiatives have been reported but some improvement efforts have failed, too. Our aim is to increase the probability to success by integrating software process modeling with assessments. A combined approach is known to provide more accurate process ratings and higher quality process models. In this study we have revised the approach by extending the scope of modeling further. Assessment Driven Process Modeling for SPI uses assessment evidence to create a descriptive process model of the assessed processes. The descriptive model is revised into a prescriptive process model, which illustrates an organizationpsilas processes after the improvements. The prescriptive model is created using a process library that is based on the indicators of the assessment model. Modeling during assessment is driven by both process performance and process capability indicators.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4599774,no,undetermined,0
A fault tolerant approach in cluster computing system,"A long-term trend in high performance computing is the increasing number of nodes in parallel computing platforms, which entails a higher failure probability. Hence, fault tolerance becomes a key property for parallel application running on parallel computing systems. The message passing interface (MPI) is currently the programming paradigm and communication library most commonly used on parallel computing platforms. MPI applications may be stopped at any time during their execution due to an unpredictable failure. In order to avoid complete restarts of an MPI application because of only one failure, a fault tolerant MPI implementation is essential. In this paper, we propose a fault tolerant approach in cluster computing system. Our approach is based on reassignment of tasks to the remaining system and message logging is used for message losses. This system consists of two main parts, failure diagnosis and failure recovery. Failure diagnosis is the detection of a failure and failure recovery is the action needed to take over the workload of a failed component. This fault tolerant approach is implemented as an extension of the message passing interface.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4600394,no,undetermined,0
IT asset management of industrial automation systems,"The installation and administration of large heterogeneous IT infrastructures, for enterprises as well as industrial automation systems, are becoming more and more complex and time consuming. Industrial automation systems, such as those delivered by ABB Inc., present an additional challenge, in that these control and supervise mission critical production sites. Nevertheless, it is common practice to manually install and maintain industrial networks and the process control software running on them, which can be both expensive and error prone. In order to address these challenges, we believe that in the long term such systems must behave autonomously. As preliminary steps to the realization of this vision, automated IT asset management tools and practices will be highlighted in this contribution. We will point out the advantages of combining process control and network management in the domain of industrial automation technology. Furthermore we will propose a new component model for autonomic network management applied to industrial automation systems.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1409909,no,undetermined,0
Development life cycle management: a multiproject experiment,"A variety of life cycle models for software systems development are generally available. However, it is generally difficult to compare and contrast the methods and very little literature is available to guide developers and managers in making choices. Moreover in order to make informed decisions developers require access to real data that compares the different models and the results associated with the adoption of each model. This paper describes an experiment in which fifteen software teams developed comparable software products using four different development approaches (V-model, incremental, evolutionary and extreme programming). Extensive measurements were taken to assess the time, quality, size, and development efficiency of each product. The paper presents the experimental data collected and the conclusions related to the choice of method, its impact on the project and the quality of the results as well as the general implications to the practice of systems engineering project management.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1409928,no,undetermined,0
Load balancing of services with server initiated connections,"The growth of on-line Internet services using wireless mobile handsets has increased the demand for scalable and dependable wireless services. The systems hosting such services face high quality-of-service (QoS) requirements in terms of quick response time and high availability. With growing traffic and loads using wireless applications, the servers and networks hosting these applications need to handle larger loads. Hence, there is a need to host such services on multiple servers to distribute the processing and communications tasks and balance the load across various similar entities. Load balancing is especially important for servers facilitating hosting of various wireless applications where it is difficult to predict the load delivered to a server. A load-balancer (LB) is a node that accepts all requests from external entities and directs them to internal nodes for processing based on their processing capabilities and current load patterns. We present the problem of load balancing among multiple servers, each having server initiated connections with other network entities. Challenges involved in balancing loads arising from such connections are presented and some practical solutions are proposed. As a case study, the architectures of load balancing schemes on a set of SMS (short message service) gateway servers is presented, along with deployment strategies. Performance and scalability issues are also highlighted for different possible solutions.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1431343,no,undetermined,0
Towards Embedded Artificial Intelligence Based Security for Computer Systems,"This paper presents experiments using Artificial Intelligence (AI) algorithms for online monitoring of integrated computer systems, including System-on-Chip based embedded systems. This new framework introduces an AI-lead infrastructure that is intended to operate in parallel with conventional monitoring and diagnosis techniques. Specifically, an initial application is presented, where each of the systempsilas software tasks are characterised online during their execution by a combination of novel hardware monitoring circuits and background software. These characteristics then stimulate a Self-Organising Map based classifier which is used to detect abnormal system behaviour, as caused by failure and malicious tampering including viruses. The approach provides a system-level perspective and is shown to detect subtle anomalies.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4595800,no,undetermined,0
SDTV Quality Assessment Using Energy Distribution of DCT Coefficients,"The VQM (Video Quality Measurement) scheme is a methodology that measures the difference of quality between the distorted video signal and the reference video signal. In this paper, we propose a novel video quality measurement method that extracts features in DCT (Discrete Cosine Transform) domain of H.263 SDTV. Main idea of the proposed method is to utilize the texture pattern and edge oriented information that is generated in DCT domain. For this purpose, the energy distribution of the reodered DCT coefficients is considered to obtain unique information of each video file. Then, we measure the difference of probability distribution of context information between original video and distorded one. The simulation results show that the proposed algorithm can represent correctly the video quality and give a high correlation with the video DMOS.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4595547,no,undetermined,0
Design Aspects for Wide-Area Monitoring and Control Systems,"This paper discusses the basic design and special applications of wide-area monitoring and control systems, which complement classical protection systems and Supervisory Control and Data Acquisition/Energy Management System applications. Systemwide installed phasor measurement units send their measured data to a central computer, where snapshots of the dynamic system behavior are made available online. This new quality of system information opens up a wide range of new applications to assess and actively maintain system's stability in case of voltage, angle or frequency instability, thermal overload, and oscillations. Recent developed algorithms and their design for these application areas are introduced. With practical examples, the benefits in terms of system security are shown.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1428012,no,undetermined,0
Opportunistic file transfer over a fading channel under energy and delay constraints,"We consider transmission control (rate and power) strategies for transferring a fixed-size file (finite number of bits) over fading channels under constraints on both transmit energy and transmission delay. The goal is to maximize the probability of successfully transferring the entire file over a time-varying wireless channel modeled as a finite-state Markov process. We study two implementations regarding the delay constraints: an average delay constraint and a strict delay constraint. We also investigate the performance degradation caused by the imperfect (delayed or erroneous) channel knowledge. The resulting optimal policies are shown to be a function of the channel-state information (CSI), the residual battery energy, and the number of residual information bits in the transmit buffer. It is observed that the probability of successful file transfer increases significantly when the CSI is exploited opportunistically. When the perfect instantaneous CSI is available at the transmitter, the faster channel variations increase the success probability under delay constraints. In addition, when considering the power expenditure in the pilot for channel estimation, the optimal policy shows that the transmitter should use the pilot only if there is sufficient energy left for packet transfer; otherwise, a channel-independent policy should be used.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1425747,no,undetermined,0
High-abstraction level complexity analysis and memory architecture simulations of multimedia algorithms,"An appropriate complexity analysis stage is the first and fundamental step for any methodology aiming at the implementation of today's (complex) multimedia algorithms. Such a stage may have different final implementation goals such as defining a new architecture dedicated to the specific multimedia standard under study, or defining an optimal instruction set for a selected processor architecture, or to guide the software optimization process in terms of control-flow and data-flow optimization targeting a specific architecture. The complexity of nowadays multimedia standards, in terms of number of lines of codes and cross-relations among processing algorithms that are activated by specific input signals, goes far beyond what the designer can reasonably grasp from the """"pencil and paper"""" analysis of the (software) specifications. Moreover, depending on the implementation goal different measures and metrics are required at different steps of the implementation methodology or design flow. The process of extracting the desired measures needs to be supported by appropriate automatic tools, since code rewriting, at each design stage, may result resource consuming and error prone. This paper reviews the state of the art of complexity analysis methodologies oriented to the design of multimedia systems and presents an integrated tool for automatic analysis capable of producing complexity results based on rich and customizable metrics. The tool is based on a C virtual machine that allows extracting from any C program execution the operations and data-flow information, according to the defined metrics. The tool capabilities include the simulation of virtual memory architectures. This paper shows some examples of complexity analysis results that can be yielded with the tool and presents how the tools can be used at different stages of implementation methodologies.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1425531,no,undetermined,0
A statistical estimation of average IP packet delay in cellular data networks,"A novel technique for estimating the average delay experienced by an IP packet in cellular data networks with an SR-ARQ loop is presented. This technique uses the following input data: a statistical description of the radio channel, ARQ loop design parameters and the size of a transported IP packet. An analytical model is derived to enable a closed form mathematical estimation of this delay. To validate this model, a computer based simulator was built and tests showed good agreement between the simulation results and the model. This new model is of particular interest in predicting the packet delay for conversational traffic such as that used for VoIP applications.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1424700,no,undetermined,0
Leveraging user-session data to support Web application testing,"Web applications are vital components of the global information infrastructure, and it is important to ensure their dependability. Many techniques and tools for validating Web applications have been created, but few of these have addressed the need to test Web application functionality and none have attempted to leverage data gathered in the operation of Web applications to assist with testing. In this paper, we present several techniques for using user session data gathered as users operate Web applications to help test those applications from a functional standpoint. We report results of an experiment comparing these new techniques to existing white-box techniques for creating test cases for Web applications, assessing both the adequacy of the generated test cases and their ability to detect faults on a point-of-sale Web application. Our results show that user session data can be used to produce test suites more effective overall than those produced by the white-box techniques considered; however, the faults detected by the two classes of techniques differ, suggesting that the techniques are complementary.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1423991,no,undetermined,0
Charge-based flooding algorithm for detecting multimedia objects in peer-to-peer overlay networks,"Multimedia objects are distributed in peer-to-peer (P2P) overlay networks since objects are cached, downloaded, and personalized in peer computers (peers). An application has to find target peers which can support enough quality of service of objects. We discuss a new type of flooding algorithm to find target peers based on charge and acquaintance concepts so that areas in networks where target peers are expected to exist are more deeply searched. In addition, we discuss how peers can be granted access rights to manipulate the objects with help and cooperation of acquaintances. We evaluate the charge-based flooding algorithm compared with a TTL-based flooding algorithm in terms of the number of messages transmitted in networks.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1423487,no,undetermined,0
Estimating the number of faults remaining in software code documents inspected with iterative code reviews,"Code review is considered an efficient method for detecting faults in a software code document. The number of faults not detected by the review should be small. Current methods for estimating this number assume reviews with several inspectors, but there are many cases where it is practical to employ only two inspectors. Sufficiently accurate estimates may be obtained by two inspectors employing an iterative code review (ICR) process. This paper introduces a new estimator for the number of undetected faults in an ICR process, so the process may be stopped when a satisfactory result is estimated. This technique employs the Kantorowitz estimator for N-fold inspections, where the N teams are replaced by N reviews. The estimator was tested for three years in an industrial project, where it produced satisfactory results. More experiments are needed in order to fully evaluate the approach.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1421075,no,undetermined,0
Clustering software artifacts based on frequent common changes,"Changes of software systems are less expensive and less error-prone if they affect only one subsystem. Thus, clusters of artifacts that are frequently changed together are subsystem candidates. We introduce a two-step method for identifying such clusters. First, a model of common changes of software artifacts, called co-change graph, is extracted from the version control repository of the software system. Second, a layout of the co-change graph is computed that reveals clusters of frequently co-changed artifacts. We derive requirements for such layouts, and introduce an energy model for producing layouts that fulfill these requirements. We evaluate the method by applying it to three example systems, and comparing the resulting layouts to authoritative decompositions.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1421041,no,undetermined,0
