Document Title,Abstract,Year,PDF Link,label
IgG enzyme linked immunosorbent assay for diagnosis of invasive aspergillosis: retrospective study over 15 years of transplant recipients.,"Four commercially available Aspergillus fumigatus antigens were compared in an IgG enzyme linked immunosorbent assay by testing multiple sera from 19 patients who had received renal and hepatic allografts and who had histologically confirmed invasive aspergillosis. Raised antibody levels were found in 16 of the 19 patients. More antibody responses were detected by culture filtrate antigens, but somatic antigens often detected antibodies sooner. When antibodies to Aspergillus antigens were present before transplantation the onset of fatal disseminated infection was earlier. Antibody levels often fell to within the normal range, even in cases of fulminant disseminated infection. Repeated serology was essential for detection of an antibody response.",1985,3900143,no
Serologic analysis of antigen-specific reactivity in patients with systemic candidiasis.,"Antibody responses to candidal polypeptides and mannans were studied in patients with systemic candidiasis, candiduria, and other fungal and bacterial infections, and in healthy laboratory personnel to determine the diagnostic value of these immunologic responses. When tested by immunoblot analysis, sera from 15 patients with systemic candidiasis frequently contained antibodies to three antigens: 15 of 15 sera from patients with invasive disease reacted to a molecular species having a molecular weight (Mr of 90-200 kd, 13 of 15 reacted with a 45-kd polypeptide, and 12 of 15 reacted with a 17-kd polypeptide. Lesser reactivity was observed in 11 of 15 sera with a 28-kd candidal antigen and in 9 of 15 to a 57-kd candidal antigen. Quantitation of antibody titers against the 45-kd candidal polypeptide demonstrated much higher immunoreactivity in patients with systemic candidiasis than in patients with superficial candidal infections, bacterial infections, other systemic mycoses, and healthy individuals. Antimannan antibody titers were measured by an enzyme-linked immunosorbent assay (ELISA) and these titers were also higher in patients with systemic candidiasis than in patients in the other categories. These differences, however, were less than those observed with the anti-45-kd polypeptide antibody. Therefore, the ability to detect systemic candidiasis is improved by testing sera for immunoreactivity to polypeptide and to mannan antigens from Candida albicans. Detection of polypeptide antibodies improves the serodiagnosis of systemic candidiasis.",1985,2411467,no
Application of ELISA-inhibition to Aspergillus antigen standardization for immunodiagnosis.,An inhibition ELISA method was used to test culture filtrate antigens of Aspergillus fumigatus for the avidity of antibodies to them. Four different culture media were used to check the ability of this assay to distinguish between similar antigenic preparations. Differences between antigens exhibiting similar crossed immunoelectrophoresis patterns were observed by inhibition ELISA.,1985,3901333,no
A familial occurrence of allergic bronchopulmonary aspergillosis: a probable environmental source.,This is the first article of a familial occurrence of allergic bronchopulmonary aspergillosis in a father and daughter. Serologic studies revealed serum precipitins and elevated IgG or IgE antibody activity against certain Aspergillus species. Investigation of the home revealed an environmental source of exposure. Another family member demonstrated serum precipitins and an IgG antibody response to the isolated Aspergillus species without evidence of allergic bronchopulmonary aspergillosis.,1985,4008814,no
[Immunodiagnosis of Aspergillus-induced bronchopulmonary diseases].,"Studies using the immunoblot technique were carried out to identify the components of Aspergillus fumigatus against which the IgE and IgG antibodies of 22 patients with Aspergillus-related lung diseases are directed. Asthmatics exhibit IgE antibodies against 2-6 of the fungus components and, surprisingly, an even more pronounced IgG antibody reaction. It was determined that persons suffering from allergic bronchopulmonary aspergillosis show massive IgE-and IgG-mediated sensitization, generally against more than 20 components. However, treatment with corticosteroids, which produces remarkable improvement in cases with allergic bronchopulmonary aspergillosis, is associated with very low amounts of specific IgE. Patients with farmer's lung disease and aspergilloma possess--with one exception--no specific IgE antibodies, but all have comparable spectra of specific IgG antibodies in the latter group the especially high antigenic activity of components with a molecular weight of about 18,000 daltons was noticeable. Healthy subjects display weak IgG antibody reactions with only a few Aspergillus antigens. These results show that more than 30 antigen-active components of Aspergillus fumigatus can be identified by means of the immunoblot technique, and that the IgE and IgG antibodies of persons with Aspergillus-related bronchopulmonary illnesses show characteristic reaction patterns which may be useful in differential diagnosis.",1985,3925546,no
Clinical and immunological reactions to Aspergillus niger among workers at a biotechnology plant.,"The workforce at a biotechnology plant producing citric acid by fermentation of molasses with a strain of Aspergillus niger was studied. A combination of a respiratory questionnaire and clinical assessment identified 18 subjects (4.9% of the workforce) with work related bronchospasm. In nine of these evidence of sensitisation to A niger was obtained by skin prick tests and radioallergosorbent test (RAST) using as an antigen an extract of the A niger culture fluid from the process. Of the 325 subjects without work related bronchospasm, only nine (2.7%) had a positive prick test. There were no subjects with symptoms of extrinsic allergic alveolitis. Investigation into the source of the antigen showed that whereas, in some areas of the plant, A niger spores were present, in others there were no detectable spores. In these areas, however, extracts of filters from air samplers were shown by RAST inhibition to contain A niger antigens, indicating that the culture fluid was generating airborne antigen. RAST inhibition studies showed that the A niger culture fluid used in the process contained antigens that were not present in a commercially available A niger extract, thus emphasising the importance in this type of investigation of using antigens prepared from material to which the workers are exposed.",1985,3986142,no
Detection of class-specific antibodies against Aspergillus fumigatus antigens in various pulmonary diseases.,"Using an enzyme-linked immunosorbent assay (ELISA) and a radioimmunoassay (RAST), the specific IgA, IgG, IgM and IgE antibody levels against Aspergillus fumigatus antigens were determined in sera from patients with either chronic bronchitis or non-allergic bronchial asthma, allergic asthma, allergic bronchopulmonary aspergillosis or aspergilloma. These levels were compared with those in serum samples from healthy controls. The results showed statistical differences in specific antibody levels between the five groups of patients. It was not possible, however, to reliably classify a subject in one of the studied pathological groups on the sole basis of the assays used.",1985,3898993,no
Serum antibodies and their role in antibody-dependent cell-mediated cytotoxicity in aspergillosis.,"A total of 22 sera from patients with aspergilloma and allergic bronchopulmonary aspergillosis (ABPA) were examined concomitantly for specific antibody against Aspergillus fumigatus antigen and for their activity in antibody-dependent cell-mediated cytotoxicity (ADCC) against Aspergillus antigen-coated target cells. These sera demonstrated significant precipitin bands in agar gel double diffusion test (78% of ABPA and 75% of aspergilloma sera), while in indirect immunofluorescence studies all sera showed positive reactivity with a titer distribution of 1:40 to 1:160 and 1:40 to 1:320, respectively, for ABPA and aspergilloma sera. In enzyme-linked immunosorbent assay all sera demonstrated titers varying from 1:200 to 1:6400. Several sera also displayed marked cytotoxic reactions against A. fumigatus antigen-coated SB target cells in ADCC assays using normal lymphocytes as effector cells (35% of aspergilloma and 25% of ABPA sera). These findings suggest a role for ADCC activity in patients with Aspergillus infections.",1985,3891592,no
Immunomodulation of the antibody response to lipopolysaccharide in C3H/HeJ mice by complexing with heterologous ribosomes.,"We show that formaldehyde fixation of Salmonella typhimurium lipopolysaccharide (LPS) to ribosomes purified from Brucella abortus induced a primary immunoglobulin M (IgM) response to LPS in C3H/HeJ mice and upon revaccination resulted in elevated titers of IgM and induction of IgG antibody to the O antigens of LPS, as measured by an enzyme-linked immunosorbent assay. A similar LPS-Aspergillus fumigatus ribosomal complex yielded IgM and IgG antibody to LPS only after secondary stimulation. These results demonstrate that the hyporesponsiveness of C3H/HeJ mice with respect to antibody formation to LPS can be overcome by complexing this molecule to ribosomal particles and provide a theoretical mechanism for the action of some ""ribosomal"" vaccines. The results are compatible with the hypothesis that LPS in complex with the ribosomes is converted to a T-dependent form of the antigen to which the C3H/HeJ mice can respond.",1985,3980087,no
Serum antibodies to Aspergillus fumigatus in Danish farmers.,182 Danish farmers and 105 city-dwelling control subjects were investigated for serum IgG antibodies to three purified Aspergillus fumigatus antigen fractions and unfractionated culture filtrate by enzyme-linked immunosorbent assay (ELISA). Farmers had higher levels of antibodies to all four ELISA antigens than non-farming controls. In farmers and controls high antibody activity was recorded with an antigen fraction of approximate molecular weight 470 000 daltons. Antibody levels to this fraction were higher in non-smokers than smokers in both study groups. Cattle farmers had higher antibody levels to the 470 000 daltons fraction than farmers with no animals on the farm. Farmers with higher antibody activity to any of the three fractionated ELISA antigens tended to have fewer respiratory symptoms than farmers with lower antibody activity. It was concluded that occupational exposure and smoking habits are the main determinants of the immune response to A. fumigatus in man.,1985,3925571,no
The evaluation of a quantitative enzyme-linked immunosorbent assay (ELISA) for anti-Aspergillus fumigatus IgG.,A standard enzyme-linked immunosorbent assay method for anti-Aspergillus fumigatus IgG in human serum was modified to produce a quantitative assay. The resulting assay was reproducible and capable of separating individual precipitin line groups and provided a means of monitoring the variation in antibody levels over long periods in patients with pulmonary aspergillosis.,1985,3884714,no
Galactofuranosyl groups are immunodominant in Aspergillus fumigatus galactomannan.,Aspergillus fumigatus galactomannan was prepared and its structure partially characterized. Galactofuranosyl groups were immunodominant when this polysaccharide antigen was reacted with antibody raised in rabbits.,1985,3889593,no
"Mycobacterial, fungal, actinomycotic, and nocardial infections of the pleura.","Granulomatous pleuritis is relatively common, comprising about 10 per cent of all pleural effusions. A search for the etiologic agent is important since mycobacteria, fungi, and the higher bacteria Actinomyces and Nocardia produce similar clinical, radiographic, and pleural fluid findings. The appropriate use of diagnostic tests including pleural biopsy and serologic techniques is discussed, as are current approaches to the management of these infections.",1985,3847303,no
Diagnosis and immunotherapy of mould allergy. I. Screening for mould allergy.,"In order to screen for mould allergy, extracts of five common atmospheric moulds (Cladosporium, Alternaria, Penicillium, Aspergillus and Mucor) from various manufacturers were investigated in 130 patients (5-60 years old) with clinical symptoms indicating possible mould allergy. The patients were screened by skin prick test (SPT) and radioallergosorbent test (RAST). SPT seemed to be more sensitive than RAST as a diagnostic screening procedure (80% positive reactions to one or more species compared to 50%). With a partially purified, standardized preparation of Cladosporium herbarum more positive reactions were obtained than with crude extracts without evidence of any unspecific reactions. The difference between commercial and standardized extracts is most probably a result of a variation of both the biological potency of allergenic determinants and the allergenic composition. A considerable number of negative RAST reactions with standard discs were found in patients with positive skin reactions to partially purified Cladosporium, but RAST seemed to be more sensitive than SPT with the other commercial mould extracts. Based on the screening, a very convincing tendency to IgE-reactivity to other moulds was found in patients reacting to Cladosporium, the most common cause of mould allergy. The results confirm the inadequacy of most mould extracts used in diagnostic procedures and strengthen the value of using standardized extracts.",1985,3993865,no
A method to determine significant levels of immunoglobulin G to Aspergillus fumigatus antigens in an ELISA system and a comparison with counterimmunoelectrophoresis and double diffusion techniques.,"A method is described which assesses results obtained from an ELISA system for the determination of human serum levels of IgG class antibodies to Aspergillus fumigatus. The method is used to discriminate positive from negative samples, and significant antibody activity may be reported to the clinician, relative to a reference positive control serum monitored simultaneously under the same test conditions. Antibody content is expressed as the absorbance of a certain dilution of serum. Duplicate samples were analysed at a single serum dilution and their absorbtion values obtained from a semi-automated ELISA microplate reader. These were entered into a computer programmed to convert the data into units on a logarithmic scale. In parallel experiments, ELISA results were compared with those obtained by the techniques of counterimmunoelectrophoresis and double diffusion which measure precipitating antibody of all classes. A relatively good degree of correlation between tests was found only among sera with a high level of antibody.",1985,3930574,no
Antibody determination against Aspergillus fumigatus by means of the enzyme-linked immunosorbent assay. II. Physico- and immunochemical properties of the polystyrene-binding components.,"Polystyrene-binding antigenic components (PBC) of Aspergillus fumigatus involved in ELISA IgG antibody determinations and the corresponding numbers of precipitates found by double immunodiffusion (DID) and/or crossed immunoelectrophoresis (CIE) were studied using culture filtrate antigenic preparations fractionated by Sephadex G-100 chromatography, concanavalin A (ConA) affinity chromatography, isoelectric focusing (IEF) and TCA precipitation. It is shown that PBC, immunologically active in ELISA, are characterized by high molecular weights and ConA-binding properties. The pI values of these components were 3.5-6 and above 8. The glycoprotein and/or mucopolysaccharide nature is suggested by the binding to ConA and their partial resistance to trichloroacetic acid treatment. By contrast, low-molecular weight components and antigenic components that are not absorbed by ConA being active in DID and/or CIE showed less or absence of binding to the polystyrene surface.",1985,3930408,no
A method to determine significant levels of immunoglobulin G to Aspergillus fumigatus antigens in an ELISA system and a comparison with counterimmunoelectrophoresis and double diffusion techniques.,"A method is described which assesses results obtained from an ELISA system for the determination of human serum levels of IgG class antibodies to Aspergillus fumigatus. The method is used to discriminate positive from negative samples, and significant antibody activity may be reported to the clinician, relative to a reference positive control serum monitored simultaneously under the same test conditions. Antibody content is expressed as the absorbance of a certain dilution of serum. Duplicate samples were analysed at a single serum dilution and their absorbtion values obtained from a semi-automated ELISA microplate reader. These were entered into a computer programmed to convert the data into units on a logarithmic scale. In parallel experiments, ELISA results were compared with those obtained by the techniques of counterimmunoelectrophoresis and double diffusion which measure precipitating antibody of all classes. A relatively good degree of correlation between tests was found only among sera with a high level of antibody.",1985,3926825,no
Studies on toxin of Aspergillus fumigatus. XXII. Fashion of binding of Asp-hemolysin to human erythrocytes and Asp-hemolysin-binding proteins of erythrocyte membranes.,"The fashion of binding of Asp-hemolysin to human erythrocytes and the isolation of Asp-hemolysin-binding proteins from erythrocyte membranes were investigated by the immunocytochemical technique and affinity chromatography. Asp-hemolysin bound best at a pH range from 5 to 7. The erythrocytes treated with Asp-hemolysin showed diffuse, ring-like or cap-like staining by the peroxidase-labeled antibody method under the light microscope. The distribution of Asp-hemolysin on the erythrocyte surface was clearly observed as patches or caps in the scanning electron microscope. The erythrocyte ghosts were extracted with 1% sodium deoxycholate-0.1 M Tris-HC1 buffer (pH 7.5) containing 0.2 M NaCl and 1 mM EDTA, and the extract was chromatographed on an affinity column consisting of Asp-hemolysin attached to activated thiol-Sepharose 4B. Four proteins present in the membrane extract were retained by activated thiol-Sepharose 4B and eluted with 50 mM cysteine as toxin-membrane components. Sodium dodecyl sulfate polyacrylamide gel electrophoresis indicated that the polypeptides correspond to band 2.1, one protein of the 2 region, band 3 and band 7 in the Steck nomenclature system.",1985,3892239,no
Antibody determination against Aspergillus fumigatus by means of the enzyme-linked immunosorbent assay. I. Liberation of polystyrene binding components during cultivation.,"The liberation of polystyrene binding antigenic components (PBC) of Aspergillus fumigatus involved in ELISA IgG measurements was studied during cultivation in the culture filtrates. PBC were rapidly liberated into the culture medium during the logarithmic phase of growth (phase I), were in part degraded or reconsumed during the stationary phase (phase II) and again secreted (other PBC) during the lytic phase (phase III). ELISA IgG titers and numbers of precipitating components are not always related with one another, may show an inverse relationship maximal ELISA titers are reached during phase I when precipitating components are limited. The striking similarity between the liberation of PBC and IgE-binding components is discussed.",1985,3891635,no
Detection of antigens in lung biopsies by immunoperoxidase staining in extrinsic allergic bronchiolo-alveolitis (EABA).,"Open lung biopsy specimens of 14 patients with extrinsic allergic bronchiolo-alveolitis (EABA) were studied by immunoperoxidase staining with avidin-biotin-complex method using nonconjugated antisera to Micropolyspora faeni, Thermoactinomyces vulgaris, Aspergillus fumigatus, and Aspergillus umbrosus. Antigenic intracellular material was found in macrophages and giant cells of granulomas in the lung tissue of 8 patients. This finding supports the hypothesis which suggests that macrophages and T-lymphocytes contribute to the tissue injury in EABA.",1985,2409726,no
Radioallergosorbent test (RAST) for measurement of IgG antibodies to Aspergillus fumigatus in sera of patients with different lung diseases.,A radioallergosorbent test (RAST) for measuring human anti-Aspergillus fumigatus (Af) antibodies of the IgG class is described. The use of 125I-labelled animal antibodies against human IgG is compared with the use of 125I-labelled protein A. Under optimal conditions the radioactivity binding ratio between pooled patients' serum and pooled healthy persons' serum is 8-11.5. The immunoblotting technique was used to investigate so-called non-specific binding. The results obtained show that most if not all human sera contain anti-Af antibodies of the IgG type. The difference between pathological and normal immunological response to Af antigens seems to be in the antibody titres rather than in the presence or absence of antibodies to these antigens.,1984,6392421,no
Serum IgA antibodies to Aspergillus fumigatus determined by enzyme-linked immunosorbent assay.,"Serum IgA antibodies to three Aspergillus fumigatus antigen fractions were determined by enzyme-linked immunosorbent assay (ELISA) in 13 patients with aspergilloma, 23 patients with aspergillus lung infiltrates, 8 patients with allergic broncho-pulmonary aspergillosis (ABPA), and 113 healthy blood donors. All three groups of patients had higher median serum IgA antibody levels against the three antigen fractions than healthy subjects. Thirty six (82%) of 44 patients had IgA antibody values to at least one antigen fraction above the 95 percentile of the blood donor group. Patients with aspergillomas and aspergillus lung infiltrates had slightly higher IgA antibody levels than ABPA patients. Determination of serum IgA antibodies to A. fumigatus antigen fractions had a lower diagnostic efficacy than previously found for IgG antibodies.",1984,6397961,no
Immunologic studies in bronchoalveolar fluid in a patient with allergic bronchopulmonary aspergillosis.,"Bronchoalveolar lavage was performed in a patient during an acute stage of allergic bronchopulmonary aspergillosis (ABPA) and repeated 17 mo later during a remission stage and cessation of corticosteroid therapy. Measurement of protein concentrations (albumin, IgG, IgA, and IgM) by laser nephelometry and crossed immunoelectrophoresis indicates that transudation of proteins occurs from the circulation into the lung compartment during the acute stage of ABPA. Furthermore, comparing total Ig concentrations and titers of ELISA IgG, IgA, and IgM antibodies against Aspergillus fumigatus with the corresponding values of serum measurements indicates a preferential local production of IgA antibodies and IgM to a lesser extent. No indications were found for a local production of either IgG, total IgE, or IgE against A. fumigatus. During remission of the ABPA, titers of antibodies in the bronchoalveolar fluid (BAF) decreased to normal levels except IgA against A. fumigatus that remained elevated. The elevated titers of IgA in the BAF and IgE antibodies in the serum against A. fumigatus together with the elevated numbers of granulocytes in the BAF during the remission stage indicate that the immunologic situation is not yet normalized.",1984,6334111,no
Candida antigen detection in two premature neonates with disseminated candidiasis.,"Two premature neonates with birth weight less than 1,200 g developed systemic candidiasis during treatment with multiple antibiotics and parenteral hyperalimentation. Clinical findings included signs of necrotizing enterocolitis in one patient and multiple fungal renal cortical abscesses in the other. The Candida antigen, mannan, was present in the sera of both patients at the time of clinical deterioration. Multiple blood cultures and urine and stool samples from both patients grew Candida albicans. Systemic antifungal therapy was given for a 6-week period and was associated with prolonged antigenemia despite negative findings on follow-up cultures. Antifungal therapy was stopped soon after antigen was no longer detected. Both patients recovered without evidence of further fungal infection. Candida antigen detection may be useful in the diagnosis and follow-up of premature infants with disseminated candidiasis.",1984,6436783,no
Persistent neutrophilic meningitis. Report of four cases and review of the literature.,"Persistent neutrophilic meningitis is a poorly described variant of chronic meningitis characterized by the persistence of neutrophils in the CSF over extended periods of time (greater than 1 wk) in association with ongoing signs of meningeal inflammation and negative CSF cultures for bacteria and other pathogens. Although the incidence of persistent neutrophilic meningitis is difficult to ascertain, a review of available literature on CNS infections suggests that this entity is not rare. Etiologies of this syndrome are both infectious and noninfectious. Among infectious causes, bacteria such as Nocardia and Actinomyces and systemic mycoses such as Aspergillus and the zygomycetes are the predominant pathogens. The pathogenesis of the persistent neutrophilic CSF response is unknown with some infectious etiologies, there may be a correlation between neutrophil response and the morphology of the invading organism. Mycelial-like pathogens appear to be the primary stimulus for an ongoing neutrophilic inflammatory response. In cases of persistent neutrophilic meningitis, epidemiologic features and clinical setting frequently offer clues to the etiologic agent, especially in the immunocompromised host. Evaluation should include repetitive cultural and serologic studies of the CSF with special emphasis upon special cultural methods, antigen detection and detection of characteristic metabolic byproducts. Biopsy of extraneural sites of disease should be pursued whenever possible to provide data for an inferential diagnosis of CNS disease. CNS biopsies should be selectively performed in those patients undergoing craniotomy for evaluation of mass lesions. Therapy must be individualized. However, in the immunocompromised host, consideration should be given to the empiric use of amphotericin B with or without a sulfonamide in undiagnosed cases that manifest progressive clinical deterioration.",1984,6390082,no
Immunologic observations in sera of a patient with allergic bronchopulmonary aspergillosis by means of the enzyme-linked immunosorbent assay.,"Titers of IgG, IgA, and IgM antibodies against Aspergillus fumigatus were measured by ELISA in sera of a patient with allergic bronchopulmonary aspergillosis during an acute stage, remission, and exacerbation of the disease. Total IgE, specific IgE against A. fumigatus, and number of precipitation lines were also measured. ELISA IgG-, IgA-, and IgM-antibody titers were expressed in percentages of the titer of a strongly positive standard serum by use of the patient's own serum as a standard. The fall in antibody concentration (in percent) and elevations during exacerbation appeared to be similar for these antibody classes and are related with the number of precipitates measured by double immunodiffusion. Furthermore, the changes in antibody titers were also similar to the elevations and decreases in both total IgE and specific-IgE antibodies (also expressed in percentages of a chosen standard serum). The ELISA IgG-antibody titers were higher compared with the ELISA IgA or IgM titers and demonstrated a continuous decline during a period of 2 yr after the acute phase of ABPA. Therefore, IgG-antibody titers are preferred as an indicator of disease activity in follow-up studies over longer time periods and are at least as sensitive as the measurement of concentrations of IgE antibodies.",1984,6389649,no
Enzyme-linked immunosorbent assay (ELISA) in the paracoccidioidomycosis. Comparison with counterimmunoelectrophoresis and erythro-immunoassay.,"An enzyme-linked immunosorbent assay (ELISA) for detection and quantification of antibodies anti-Paracoccidioides brasiliensis is described. Polystyrene plates have been used as solid phase to absorb P. brasiliensis metabolic yeast phase antigen. Twenty sera of proven paracoccidioidomycosis, 11 of histoplasmosis due Histoplasma capsulatum, 20 of aspergillosis and 20 human normal sera were tested. Ninety-five percent of the paracoccidioidomycosis sera had O.D. superior to 0.150 (from 0.163 to 2.650) at 1/400 serum dilution. ELISA assay was compared with counterimmunoelectrophoresis and erythro-immunoassay tests a correlation was observed only with erythro-immunoassay. ELISA test should give new perspectives for the serodiagnosis of paracoccidioidomycosis.",1984,6392888,no
Effect of castanospermine on the structure and secretion of glycoprotein enzymes in Aspergillus fumigatus.,"Aspergillus fumigatus secretes a number of glycosidases into the culture medium when the cells are grown in a mineral salts medium containing guar flour (a galactomannan) as the carbon source. At least some of these glycosidases have been reported to be glycoproteins having N-linked oligosaccharides. In this study, we examined the effect of the glycoprotein processing inhibitor, castanospermine, on the structures of the N-linked oligosaccharides and on the secretion of various glycosidases. Cells were grown in the presence of various amounts of castanospermine at different times of growth, samples of the media were removed for the measurement of enzymatic activity. Of the three glycosidases assayed, beta-hexosaminidase was most sensitive to castanospermine",1984,6237100,no
Antibodies to hen and duck antigens in poultry workers.,"Serum antibodies to avian and Aspergillus antigens were detected by enzyme-linked immunosorbent assays (ELISA) in forty-two workers from a poultry abattoir and in twenty healthy blood donors. The levels of IgG and IgA antibodies to hen and duck serum were significantly higher in poultry workers than in blood donors (P less than 0.01). In workers employed for less than 1 year the antibody levels were lower than in those who had been employed for a longer period of time (P less than 0.05). The IgA antibody level to a high molecular weight Aspergillus antigen was higher in poultry workers than blood donors (P less than 0.05), whereas the level of other Aspergillus antibodies were similar in the two groups. The level of IgG antibodies to hen antigen was higher in non-smokers than in smokers (P less than 0.02). A correlation between the antibody levels to hen and duck antigens and to pigeon antigen was found (P less than 0.05), indicating cross-reactivity between these antibodies. No cases of allergic alveolitis were found, and no correlation between antibody levels and respiratory symptoms could be demonstrated.",1984,6488512,no
Protection of chickens by ribosomal vaccines from Pasteurella multocida: dependence on homologous lipopolysaccharide.,"Chickens were protected against fowl cholera by ribosomal vaccines prepared from noncapsulated Pasteurella multocida. Passive hemagglutination (PHA) titers to lipopolysaccharide (LPS) and the degree of protection conferred by ribosomal vaccines were diminished or abolished when ribosomes were chromatographed on an immunoadsorbent column. Addition of subimmunogenic amounts of serotype 1 (homologous) LPS to highly purified ribosomes resulted in vaccines that protected against challenge exposure and produced PHA titers to homologous LPS. Addition of serotype 5 LPS to highly purified ribosomes did not protect chickens against challenge exposure with serotype 1 P multocida, but produced PHA titers to serotype 5 LPS. Combinations of serotype 1 ribosomal RNA and serotype 1 (homologous) LPS did not protect chickens or produce PHA titers to LPS. Purified ribosomes from Brucella abortus, Aspergillus fumigatus, and chicken liver were combined with LPS from P multocida and were evaluated as vaccines. Brucella abortus and A fumigatus ribosomes combined with LPS protected chickens as well as did bacterin made from whole cells of P multocida. Chicken liver ribosomes combined with LPS did not provide protection. To determine whether a protein carrier would substitute for ribosomes, methylated bovine albumin (MBA) was combined with LPS and evaluated as a vaccine. A serologic response to LPS was induced by MBA-LPS vaccine, but the vaccine offered no better protection than when LPS was used alone as vaccine. Ribosome-LPS vaccines produced serologic responses to LPS that were at least 5-fold greater than those produced by MBA-LPS vaccine.",1984,6208828,no
Evaluation of an indirect hemagglutination inhibition technique for identifying antibody in animals experimentally and naturally exposed to fungi.,"Rabbits were exposed to aerosols containing spores of Aspergillus fumigatus, Aspergillus flavus, Aspergillus niger, or of a Penicillium sp. Sera from these rabbits were tested by indirect hemagglutination (IHA) and by IHA inhibition. The serologic reactions with the rabbit sera were compared to reactions with sera from cattle naturally exposed to airborne microorganisms. By three months of age, most cattle had positive IHA reactions to A. fumigatus and Penicillium antigens. The IHA inhibition tests indicated that antibody production in 12 of the 20 cattle probably resulted from exposure to A. flavus. One calf reacted as if sensitized by A. niger. Two were totally nonreactive. Five of the cattle had reactions that were not identifiable relative to the reactions in rabbits.",1984,6493314,no
Measurement of specific IgE and IgG antibodies against Aspergillus fumigatus antigen in patient sera by use of enzyme immunoassays: influence of different procedures of antigen immobilization.,"IgG and IgE antibody titers against Aspergillus fumigatus were measured in patient sera by enzyme immunoassays by use of antigens or allergens immobilized to different carriers. Specific-IgG antibodies were measured by a double antibody-layer enzyme immunoassay specific IgE was determined by Phadezym -RAST (Pharmacia Diagnostics). In both cases antigens and allergens were immobilized in two ways: first by covalent binding to CNBr-activated paper discs and second by spontaneous binding to polystyrene surface of microtiter plates. Much higher IgE-antibody titers were found with allergens immobilized to paper discs when these discs were compared with microtiter plates, which could be explained by a higher allergen-binding capacity of activated paper discs. On the contrary, higher IgG antibody titers were found with antigens bound to microtiter plates when these plates were compared with paper discs. It is concluded that IgG antibodies are directed against antigenic components that are preferentially bound to polystyrene surfaces.",1984,6373891,no
Microbiology of pneumonia in the patient at risk.,"Microorganisms causing pulmonary infections in high risk patients vary considerably with the predisposing illness (immunosuppression, alcoholism, or diabetes), the setting (nosocomial or community-acquired), and previous therapy (antibiotics, surgery, and inhalation therapy). Even in the immunocompromised patient, conventional bacteria are the most prevalent opportunistic pathogens, and gram-positive cocci such as staphylococci and gram-negative bacilli such as Escherichia coli cause most pneumonias. Fungi, viruses, and protozoa also cause pulmonary infections, but they vary in frequency from one institution to another. Diagnostic proof of the etiology of pulmonary infection is often difficult to obtain. The microbial flora of sputum is not definitive and must be confirmed by blood or pleural fluid culture, antigen or serologic response in body fluids, or morphologic presence in lung tissue. Resistance to antimicrobial therapy is increasing, especially among nosocomially acquired gram-negative bacilli and methicillin-resistant staphylococci. A potential for increased resistance exists in pneumococcal, viral, and fungal infection but is not yet apparent in pulmonary infections due to protozoal pathogens. Tests to predict antibiotic response such as serum bactericidal assay, repeated cultures, and serologic studies are helpful but correlate imperfectly with clinical outcome.",1984,6372479,no
The allergenic and antigenic properties of spore extracts of Aspergillus fumigatus: a comparative study of spore extracts with mycelium and culture filtrate extracts.,"The antigenic properties of conidial preparations of Aspergillus fumigatus were compared with mycelial and culture filtrate extracts by use of sera of patients with aspergillosis and hyperimmune rabbit serum. Biologic activities were tested by intracutaneous tests. The immunologic parameters used were: precipitating properties in double-diffusion, IgG binding by ELISA, IgE binding by enzyme inhibition assay, and by enzyme allergosorbent test. It has been demonstrated that the components that are released after disintegration of spores have positive titers in all immunologic assays. The immunologic properties of these spore plasma extracts are comparable with mycelial and/or culture filtrate extracts that are in accordance with the corresponding skin reactivities. Components that are released spontaneously from spores are only weakly positive or negative in the immunologic assays and demonstrate a very low biologic activity.",1984,6425387,no
Current trends in immunodiagnosis of candidiasis and aspergillosis.,"The methods and reagents currently used for the immunodiagnosis of aspergillosis and candidiasis are reviewed. Problems associated with these techniques and approaches to resolving these problems are discussed. Latex agglutination and precipitin tests are used for detection of antibody in immunocompetent hosts. However, these tests are apparently inadequate when applied to the diagnosis of systemic candidiasis in compromised hosts. Enzyme immunoassays ( EIAs ) and radioimmunoassays (RIAs) can be used to detect antibodies in immunocompetent and compromised patients, but their value is limited because antibodies to the Candida species are detectable in healthy as well as colonized and infected patients. EIAs and RIAs are, however, promising for detection of antigenemia in patients with aspergillosis or candidiasis, and gas-liquid chromatography has been developed for the quantitation of serum arabinitol and mannose in candidiasis. Antigens of the Aspergillus and Candida species may circulate in patients' sera in the form of immune complexes. These may readily be dissociated by a variety of methods to permit the detection of diagnostically important antigens. Studies are being carried out to increase the sensitivity and reliability of these tests through the use of monoclonal antibodies and purified, clinically relevant antigens.",1984,6377438,no
