Document Title,Year,Abstract,PDF Link,label
Approach to Introducing a Statistical Quality Control,2011,"This paper describes some examples and points about implementing a statistical quality control in developing business systems in Sumitomo Electric Industries, Ltd. and Sumitomo Electric Information Systems Co., Ltd. Although the X-R chart is often used in statistical quality control, it is recommended to introduce the u-chart if defects are to be controlled in future. If a defect detection process such as a review or a test does not reach a statistical steady state that indicates a process is stable on the control chart, an appropriate control could be conducted by not only further standardizing the process, but also reviewing the definition of size indicators. Quality prediction can be made possible by accumulating defect data collected to create a control chart and analyzing the distributions of introduced defect densities at an organization level. If the accuracy of quality prediction is low, it can be enhanced by carrying out improvements to narrow the widths of distributions of introduced defect densities.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6113076,no
Internal and External Software Benchmark Repository Utilization for Effort Estimation,2011,"Data repositories play critical role in software management practices. Construction of the estimation models, benchmark of software performance indicators, identification of the process improvement opportunities, and quality assessment are major utilization areas of software repositories. This paper presents the observed difficulties in utilization of external and multi-organizational software benchmark repositories for effort estimation model construction for a software organization in finance domain. ISBSG, Albrecht, China, Desharnais, Finnish, Maxwell and Kemerer repositories' data were utilized in this study. The approach was the utilization of these repositories and organization's own repository to estimate the software development effort and evaluate whether external and multi-organizational data be used for effort estimation.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6113077,no
Common Practices and Problems in Effort Data Collection in the Software Industry,2011,"Effort data is crucial for project management activities in software projects. This data is utilized in estimations that are required for project planning, in the formation of benchmarking data sets and as a main input for project monitoring and control activities. However, there are known problems regarding effort data collection in the industry. In this study we investigate the effort data collection practices in the industry and factors that lead to inaccurate effort data collection. A pilot study was conducted to observe problems in effort data collection and a survey is conducted to observe the existence of these problems in the industry as well as causes of these problems. In this paper, findings of these studies are presented along with certain suggestions to improve the quality of effort data.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6113078,no
OpenMDSP: Extending OpenMP to Program Multi-Core DSP,2011,"Multi-core Digital Signal Processors (DSP) are widely used in wireless telecommunication, core network transcoding, industrial control, and audio/video processing etc. Comparing with general purpose multi-processors, the multi-core DSPs normally have more complex memory hierarchy, such as on-chip core-local memory and non-cache-coherent shared memory. As a result, it is very challenging to write efficient multi-core DSP applications. The current approach to program multi-core DSPs is based on proprietary vendor SDKs, which only provides low-level, non-portable primitives. While it is acceptable to write coarse-grained task level parallel code with these SDKs, it is very tedious and error prone to write fine-grained data parallel code with them. We believe it is desired to have a high-level and portable parallel programming model for multi-core DSPs. In this paper, we propose Open MDSP, an extension of Open MP designed for multi-core DSPs. The goal of Open MDSP is to fill the gap between Open MP memory model and the memory hierarchy of multi-core DSPs. We propose three class of directives in Open MDSP: (1) data placement directives allow programmers to control the placement of global variables conveniently, (2) distributed array directives divide whole array into sections and promote them into core-local memory to improve performance, and (3) stream access directives promote big array into core-local memory section by section during a parallel loop's processing. We implement the compiler and runtime system for Open MDSP on Free Scale MSC8156. Benchmarking result shows that seven out of nine benchmarks achieve a speedup of more than 5 with 6 threads.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6113837,no
An Evaluation of Vectorizing Compilers,2011,"Most of today's processors include vector units that have been designed to speedup single threaded programs. Although vector instructions can deliver high performance, writing vector code in assembly language or using intrinsics in high level languages is a time consuming and error-prone task. The alternative is to automate the process of vectorization by using vectorizing compilers. This paper evaluates how well compilers vectorize a synthetic benchmark consisting of 151 loops, two application from Petascale Application Collaboration Teams (PACT), and eight applications from Media Bench II. We evaluated three compilers: GCC (version 4.7.0), ICC (version 12.0) and XLC (version 11.01). Our results show that despite all the work done in vectorization in the last 40 years 45-71% of the loops in the synthetic benchmark and only a few loops from the real applications are vectorized by the compilers we evaluated.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6113845,no
Using Automated Control Charts for the Runtime Evaluation of QoS Attributes,2011,"As modern software systems operate in a highly dynamic context, they have to adapt their behaviour in response to changes in their operational environment or/and requirements. Triggering adaptation depends on detecting quality of service (QoS) violations by comparing observed QoS values to predefined thresholds. These threshold-based adaptation approaches result in late adaptations as they wait until violations have occurred. This may lead to undesired consequences such as late response to critical events. In this paper we introduce a statistical approach CREQA - Control Charts for the Runtime Evaluation of QoS Attributes. This approach estimates at runtime capability of a system, and then it monitors and provides early detection of any changes in QoS values allowing timely intervention in order to prevent undesired consequences. We validated our approach using a series of experiments and response time datasets from real world web services.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6113911,no
Full-system analysis and characterization of interactive smartphone applications,2011,"Smartphones have recently overtaken PCs as the primary consumer computing device in terms of annual unit shipments. Given this rapid market growth, it is important that mobile system designers and computer architects analyze the characteristics of the interactive applications users have come to expect on these platforms. With the introduction of high-performance, low-power, general purpose CPUs in the latest smartphone models, users now expect PC-like performance and a rich user experience, including high-definition audio and video, high-quality multimedia, dynamic web content, responsive user interfaces, and 3D graphics. In this paper, we characterize the microarchitectural behavior of representative smartphone applications on a current-generation mobile platform to identify trends that might impact future designs. To this end, we measure a suite of widely available mobile applications for audio, video, and interactive gaming. To complete this suite we developed BBench, a new fully-automated benchmark to assess a web-browser's performance when rendering some of the most popular and complex sites on the web. We contrast these applications' characteristics with those of the SPEC CPU2006 benchmark suite. We demonstrate that real-world interactive smartphone applications differ markedly from the SPEC suite. Specifically the instruction cache, instruction TLB, and branch predictor suffer from poor performance. We conjecture that this is due to the applications' reliance on numerous high level software abstractions (shared libraries and OS services). Similar trends have been observed for UI-intensive interactive applications on the desktop.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6114205,no
Towards optimal performance and resource management in web systems via model predictive control,2011,"Management of the performance quality attributes and shared computing resources in a web system environment is vital to many business domains in order to achieve business objectives. These systems need to provide agreed levels of quality of service to their clients while allocating limited available resources among them. This paper proposes a new runtime management scheme based on predictive control to manage such systems within defined constraints. It firstly addresses the issue of building a multi-input multi-output (MIMO) system model when the equality constraints on the total amount of resources are considered. Then, the same performance management and resource allocation problem is reformulated with inequality constraints to improve the system model identification and runtime control. With the dynamic model built, the resource management problem in a shared resource environment is solved using model predictive control and constraint optimization. The performance of the proposed control system is validated on a prototype system implementing a real world scenario under different operation conditions.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6114342,no
Evaluating the viability of process replication reliability for exascale systems,2011,"As high-end computing machines continue to grow in size, issues such as fault tolerance and reliability limit application scalability. Current techniques to ensure progress across faults, like checkpoint-restart, are increasingly problematic at these scales due to excessive overheads predicted to more than double an application's time to solution. Replicated computing techniques, particularly state machine replication, long used in distributed and mission critical systems, have been suggested as an alternative to checkpoint-restart. In this paper, we evaluate the viability of using state machine replication as the primary fault tolerance mechanism for upcoming exascale systems. We use a combination of modeling, empirical analysis, and simulation to study the costs and benefits of this approach in comparison to check-point/restart on a wide range of system parameters. These results, which cover different failure distributions, hardware mean time to failures, and I/O bandwidths, show that state machine replication is a potentially useful technique for meeting the fault tolerance demands of HPC applications on future exascale platforms.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6114406,no
Large scale debugging of parallel tasks with AutomaDeD,2011,"Developing correct HPC applications continues to be a challenge as the number of cores increases in today's largest systems. Most existing debugging techniques perform poorly at large scales and do not automatically locate the parts of the parallel application in which the error occurs. The over head of collecting large amounts of runtime information and an absence of scalable error detection algorithms generally cause poor scalability. In this work, we present novel, highly efficient techniques that facilitate the process of debugging large scale parallel applications. Our approach extends our previous work, AutomaDeD, in three major areas to isolate anomalous tasks in a scalable manner: (i) we efficiently compare elements of graph models (used in AutomaDeD to model parallel tasks) using pre-computed lookup-tables and by pointer comparison; (ii) we compress per-task graph models before the error detection analysis so that comparison between models involves many fewer elements; (iii) we use scalable sampling-based clustering and nearest-neighbor techniques to isolate abnormal tasks when bugs and performance anomalies are manifested. Our evaluation with fault injections shows that AutomaDeD scales well to thousands of tasks and that it can find anomalous tasks in under 5 seconds in an online manner.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6114453,no
An adaptive H.264 video protection scheme for video conferencing,2011,"Real-time video communication such as Internet video conferencing is often afflicted by packet loss over the network. To improve the quality of video, error protection schemes have been introduced based on FMO in H.264 whose encoding efficiency is unacceptable. This paper presents a novel region of interest (ROI) protection scheme that can accurately extract ROI area using facial recognition and greatly speedup video encoding based on feedback using x264 codec implementation. In this scheme, the video receiver uses a packet loss prediction model to predict whether to send feedback to the video sender that dynamically adjust the ROI protecting scheme. Experiments prove that the quality of the ROI area can be effectively improved by the scheme whose encoding performance increases by 50 times compared with FMO based algorithms.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6115954,no
Spam diagnosis infrastructure for individual cyberspace,2011,"The theory, methods and the architecture of parallel information's analysis is presented by the form of analytical, graph and table forms of associative relations for the search, recognition, diagnosis of destructive components and the decision making in n-dimensional vector cybernetic individual space. Vector -logical processes-models of actual oriented tasks are considered. They include the diagnostic of spam and the recovery of serviceability, the hardware-software components of computer systems and the decision quality is estimated by the interactions of non-arithmetic metrics of Boolean vectors. The concept of self-development information of computer ecosystem is offered. It repeats the evolution of the functionality of the person. Original processes-models of associative-logical information analysis are represented on the basis of high-speed multiprocessor in n-dimensional vector discrete space.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6116408,no
"The evidential independent verification of software of information and control systems, critical to safety: Functional model of scenario",2011,"The results of development of the techniques which form the scenario of target technology ≪Evidential independent verification of I&C Systems Software of critical application�?and utilities of the scenario support at information, analytical and organizational levels are presented in the article. The result of the scenario implementation is the quantitative definition of latent faults probability and completeness of test coverage for critical software. This technology can be used by I&C systems developers, certification and regulation bodies to carry out independent verification (or certification) during modernization and modification of critical software directly on client objects without intruding (interrupting) in technological processes.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6116420,no
High performance H.264/AVC encoding motion prediction algorithm,2011,"The ITU-T H.264 can be considered currently as the most efficient professional video coding standard. This codec combines distinct complex techniques in order to encapsulate raw video into efficient compressed streams. Unfortunately, the improved H.264 coding efficiency increases significantly the computational complexity, making real-time applications difficult to be achieved. Particularly the motion prediction is an important and complex algorithm used to remove temporal redundancy of image sequences. Considering that, we propose an optimized high performance small diamond topology zonal search motion prediction algorithm. The proposed method has been designed to operate with orthogonal linear vectors, which are specially aligned with 4:1 sub sampled memories organization reducing the number of operations and data manipulations. The proposed solution was implemented in the H.264 JM reference software obtaining results at least two times faster than other available fast algorithms with negligible quality losses.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6116720,no
A stochastic formulation of successive software releases with faults severity,2011,"Software companies are coming with multiple add-ons to survive in the pure competitive environment. Each succeeding up-gradation offers some performance enhancement and distinguishing itself from the past release. If the size of the software system is large, the number of faults detected during the testing phase becomes large, and the number of faults, which are removed through each debugging, becomes small compared to initial fault content at the beginning of the testing phase. In such a situation, we can model the software fault detection process as a stochastic process with continuous state space. In this paper, we propose a multi-release software reliability growth model based on Itô's type of differential equation. The model categorizes Faults in two categories: simple and hard with respect to time which they take for isolation and removal after their observation. The model developed is validated on real data set.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6117894,no
Assessing Measurements of QoS for Global Cloud Computing Services,2011,"Many global distributed cloud computing applications and services running over the Internet, between globally dispersed clients and servers, will require certain levels of Quality of Service (QoS) in order to deliver and give a sufficiently smooth user experience. This would be essential for real-time streaming multimedia applications like online gaming and watching movies on a pay as you use basis hosted in a cloud computing environment. However, guaranteeing or even predicting QoS in global and diverse networks supporting complex hosting of application services is a very challenging issue that needs a stepwise refinement approach to be solved as the technology of cloud computing matures. In this paper, we investigate if latency in terms of simple Ping measurements can be used as an indicator for other QoS parameters such as jitter and throughput. The experiments were carried out on a global scale, between servers placed in universities in Denmark, Poland, Brazil and Malaysia. The results show some correlation between latency and throughput, and between latency and jitter, even though the results are not completely consistent. As a side result, we were able to monitor the changes in QoS parameters during a number of 24-hour periods. This is also a first step towards defining QoS parameters to be included in Service Level Agreements for cloud computing in the foreseeable future.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6118936,no
Analysis of rotor fault detection in inverter fed induction machines at no load by means of finite element method,2011,"This paper analyzes a new method for detecting defective rotor bars at zero load and standstill by means of modeling using the finite element method (FEM). The detection method uses voltage pulses generated by the switching of the inverter to excite the machine and measures the corresponding reaction of the machine phase currents, which can be used to identify a modulation of the transient leakage inductance caused by asymmetries within the machine. The presented 2D finite element model and the simulation procedure are oriented towards this approach and are developed by means of the FEM software ANSYS. The analysis shows how the transient flux linkage imposed by voltage pulses is influenced by a broken bar leading to very distinct rotor-fixed modulation, that can be clearly exploited for monitoring. Simulation results are presented to show the transient flux paths. These simulation results are supported by measurements on a specially manufactured induction machine.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6119572,no
Decoupled recursive-least-squares technique for extraction of instantaneous synchronized symmetrical components under fault conditions,2011,"This paper presents the decoupled recursive-least-squares (DRLS) technique for extraction of instantaneous synchronized symmetrical components under fault conditions in power grids. The proposed DRLS technique demonstrates outstanding robustness during faults, subsequent circuit breakers operation, and transmission line reclosing. The proposed DRLS technique also significantly reduces the computational burden of the conventional RLS technique for implementation on digital signal processors (DSPs). The performance of the proposed DRLS technique has been evaluated through presetting selected simulation results in MATLAB-Simulink software. DSP implementation of the DRLS technique also confirms considerable computational efficiency improvement in comparison with that of the conventional RLS technique. The DRLS technique also shows better efficiency in comparison with the enhanced phase-locked loop (EPLL) technique under highly distorted power system due to harmonics according to our implementation on two different R&D DSP platforms.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6120081,no
System Failure Forewarning Based on Workload Density Cluster Analysis,2011,"Each computer system contains design objectives for long-term usage, so the operator must conduct a continuous and accurate assessment of system performance in order to detect the potential factors that will degrade system performance. Condition indicators are the basic components of diagnosis. It is important to select feature vectors that meet the criteria in order to provide true accuracy and powerful diagnostic routines. Our goal is to indicate the actual system status according to the workload, and use clustering techniques to analyze the workload distribution density to build diagnostic templates. Such templates can be used for system failure forewarning. In the proposed system, we present an approach, based on workload density cluster analysis to automatically monitor the health of software systems and system failure forewarning. Our approach consists of tracking the workload density of metric clusters. We employ the statistical template model to automatically identify significant changes in cluster moving, therefore enabling robust fault detection. We observed two circumstances from the experiment results. First, under most normal status, the lowest accuracy value is approximate our theoretical minimum threshold of 84%. Such result implies a close correlation between our measured and real system status. Second, the command data used by the system could predict 90% of events announced, which reveals the prediction effectiveness of this proposed system. Although it is infeasible for the system to process the largest possible fault events in the deployment of resources, we could apply statistics to characterize the anomalous behaviors to understand the nature of emergencies and to test system service under such scenarios.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6120749,no
A hybrid method for constructing High Level Architecture of BBS user network,2011,"It is useful to understand the High Level Architecture (HLA) of the user network of Bulletin Board Systems (BBS) for some applications. In this paper, we construct the HLA of a BBS user network through hybrid static and dynamic analysis of the quantitative temporal graphs that are extracted from the BBS entries. We detect the HLA framework first though the static structural analysis of the aggregation of the temporal graphs. Then, we identify the HLA components including communities, community cores, and hubs elaborately through the dynamic analysis of the quantitative temporal attributes of nodes. The hybrid method guarantees the HLA quality as it removes the false components from the HLA. It controls the computational cost at a low level also. A metric is proposed to evaluate the HLA efficiency in information transmission. The experiments show that the HLA constructed by the hybrid method outperforms that constructed by the comparative method.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6122657,no
Algorithm analyzer to check the efficiency of codes,2011,Efficiency of codes developed is always an issue in software development. Software can be said to be of good quality if the measurable features of the software can be quantitatively checked for adoption of standards or following certain set rules. Software metrics can therefore come into play in the sense of helping to measure certain characteristics of software. The issue and factors pertaining to efficiency of a code will be addressed by software metrics. Existing tools that are used to analyze several software metrics have come a long way in helping to assess this very important part of software development. This paper described how software metrics can be used in analyzing efficiency of the developed code in early stage of development. A tool (algorithm analyzer) was developed to enable analyze a given code to check its efficiency level and produce efficiency reports based on the analysis. The system is able to help the code checking whilst maintaining the standards of coding for its users. With the reports that are generated it would be easy for users to determine the efficiency of their object oriented codes.,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6122740,no
Design of the mechanical condition monitoring system for Molded Case Circuit Breakers,2011,"In this paper, a mechanical condition monitoring system of Molded Case Circuit Breaker (MCCB) is designed and developed. The operation principle of the monitoring system, the hardware design and the software design are introduced in detail. The three-phase voltage, the voltage between auxiliary normally closed contacts and the motor current are detected during the opening operation, closing operation and reclosing operation of MCCB, wherein these operations are driven by the motor. The mechanical condition characteristic parameters, including closing time, opening time, reclosing time, three phases asynchronous time, closing speed, opening speed, reclosing speed and the force on the handle, can be calculated by analyzing the voltage signals and current signals. The test results show that the system has a good performance. Moreover the characteristic parameters of circuit breaker, obtained in the test, provide test data for the theory research on remaining life prediction of MCCB.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6122986,no
A Novel Framework for Monitoring and Analyzing Quality of Data in Simulation Workflows,2011,"In recent years scientific workflows have been used for conducting data-intensive and long running simulations. Such simulation workflows have processed and produced different types of data whose quality has a strong influence on the final outcome of simulations. Therefore being able to monitor and analyze quality of this data during workflow execution is of paramount importance, as detection of quality problems will enable us to control the execution of simulations efficiently. Unfortunately, existing scientific workflow execution systems do not support the monitoring and analysis of quality of data for multi-scale or multi-domain simulations. In this paper, we examine how quality of data can be comprehensively measured within workflows and how the measured quality can be used to control and adapt running workflows. We present a quality of data measurement process and describe a quality of data monitoring and analysis framework that integrates this measurement process into a workflow management system.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6123266,no
Exploiting Text-Related Features for Content-based Image Retrieval,2011,"Distinctive visual cues are of central importance for image retrieval applications, in particular, in the context of visual location recognition. While in indoor environments typically only few distinctive features can be found, outdoors dynamic objects and clutter significantly impair the retrieval performance. We present an approach which exploits text, a major source of information for humans during orientation and navigation, without the need for error-prone optical character recognition. To this end, characters are detected and described using robust feature descriptors like SURF. By quantizing them into several hundred visual words we consider the distinctive appearance of the characters rather than reducing the set of possible features to an alphabet. Writings in images are transformed to strings of visual words termed visual phrases, which provide significantly improved distinctiveness when compared to individual features. An approximate string matching is performed using N-grams, which can be efficiently combined with an inverted file structure to cope with large datasets. An experimental evaluation on three different datasets shows significant improvement of the retrieval performance while reducing the size of the database by two orders of magnitude compared to state-of-the-art. Its low computational complexity makes the approach particularly suited for mobile image retrieval applications.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6123328,no
Towards Energy Consumption Measurement in a Cloud Computing Wireless Testbed,2011,"The evolution of the Next Generation Networks, especially the wireless broadband access technologies such as Long Term Evolution (LTE) and Worldwide Interoperability for Microwave Access (WiMAX), have increased the number of ""all-IP"" networks across the world. The enhanced capabilities of these access networks has spearheaded the cloud computing paradigm, where the end-users aim at having the services accessible anytime and anywhere. The services availability is also related with the end-user device, where one of the major constraints is the battery lifetime. Therefore, it is necessary to assess and minimize the energy consumed by the end-user devices, given its significance for the user perceived quality of the cloud computing services. In this paper, an empirical methodology to measure network interfaces energy consumption is proposed. By employing this methodology, an experimental evaluation of energy consumption in three different cloud computing access scenarios (including WiMAX) were performed. The empirical results obtained show the impact of accurate network interface states management and application network level design in the energy consumption. Additionally, the achieved outcomes can be used in further software-based models to optimized energy consumption, and increase the Quality of Experience (QoE) perceived by the end-users.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6123444,no
Implementation and Usability Evaluation of a Cloud Platform for Scientific Computing as a Service (SCaaS),2011,"Scientific computing requires simulation and visualization involving large data sets among collaborating teams. Cloud platforms offer a promising solution via ScaaS. We report on the architecture, implementation and User Experience (UX) evaluation of one such SCaaS platform implementing TOUGH2V2.0, a numerical simulator for sub-surface fluid and heat flow, offered as a service. Results from example simulations, with virtualization of workloads in a multi-tenant, Virtual Machine (VM)-based cloud platform, are presented. These include fluid production from a geothermal reservoir, diffusive and advective spreading of contaminants, radial flow from a CO2 injection well and gas diffusion of a chemical through porous media. Prepackaged VM pools deployed autonomically ensure that sessions are provisioned elastically on demand. Users can access data-intensive visualizations via a web-browser. Authentication, user state and sessions are managed securely via an Access Gateway, to autonomically redirect and manage the workflows when multiple concurrent users are accessing their own sessions. Usability in the cloud and the traditional desktop are comparatively assessed, using several UX metrics. Simulated network conditions of different quality were imposed using a WAN emulator. Usability was found to be good for all the simulations under even moderately degraded network quality, as long as latency was not well above 100 ms. Hosting of a complex scientific computing application on an actual, global Enterprise cloud platform (as opposed to earlier remoting platforms) and its usability assessment, both presented for the first time, are the essential contributions of this work.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6123522,no
Optimal Sizing of Combined Heat & Power (CHP) Generation in Urban Distribution Network (UDN),2011,"The capacity of Combine Heat and Power (CHP) generation connected to Urban Distribution Network (UDN) will increase significantly as a result of EU government targets and initiatives. CHP generation can have significant impact on the power flow, voltage profile, fault current level and the power quality for customers and electricity suppliers. The connection of CHP plant at UDN creates a number of welldocumented impacts with voltage rise and fault current level being the dominant effects. A range of options have traditionally been used to mitigate adverse impacts but these generally revolve around network upgrades, the cost of which may be considerable. Connection of CHP generation can fundamentally alter the operation of UDN. Where CHP plant capacity is comparable to or larger than local demand there are likely to be observable impacts on network power flows, voltage regulation and fault current level. New connection of CHP schemes must be evaluated to identify and quantify any adverse impact on the security and quality of local electricity supplies. The impacts that arise from an individual CHP scheme are assessed in details when the developer makes an application for the connection of the CHP plant. The objective of this paper is to use static method to develop techniques that provide means of determining the optimum capacity of a CHP plant that may be accommodate within UDN. The main tool used in this paper is ERAC power analyzing software incorporating load flow and fault current level analysis. These analysis are demonstrated on 15 busbar network resembling part of typical UDN. In order to determine optimal placement and sizing of a CHP plant that could be connected at any particular busbar on UDN without causing a significant adverse impact on performance of the UDN, the multiple linear regression model is created and demonstrated using the data obtain by the analysis performed by ERAC power analyzing software.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6125628,no
A practical approach for channel problem detection and adaptation in tactical radio systems,2011,"Soldier-based tactical radio systems in the battlefield have tendencies to be severely affected by various phenomenon such as signal jamming and environment deterioration. This is because many types of wireless handheld and manpack devices carried by soldiers may not have efficient algorithms or the hardware for adapting the device to these conditions. Taking on the advantage that most of these devices use software-defined radios but do not fully utilize its functionalities, we present channel quality estimation and channel adaptation algorithms that can solve the problems of these devices. We utilize simple and practical channel problem detection methods by constantly monitoring the channel quality parameters such as signal-to-interference-noise ratio and clear channel assessment value while inducing low overhead. Furthermore, we propose efficient channel adaptation methods that can quickly sense and avoid deteriorated channel conditions. Via the experimental studies, we implement our proposed scheme on actual testbeds and show that it can improve the performance and mission-criticality of the tactical networks.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6127435,no
Computational resiliency for distributed applications,2011,"In recent years, computer network attacks have decreased overall reliability of computer systems and undermined confidence in mission-critical software. These robustness issues are magnified in distributed applications, which provide multiple points of failure and attack. The notion of resiliency is concerned with constructing applications that are able to operate through a wide variety of failures, errors, and malicious attacks. A number of approaches have been proposed in the literature based on fault tolerance achieved through replication of resources. In general, these approaches provide graceful degradation of performance to the point of failure but do not guarantee progress in the presence of multiple cascading and recurrent failures. Our approach is to dynamically replicate message-passing processes, detect inconsistencies in their behavior, and restore the level of fault tolerance as a computation proceeds. This paper describes a novel operating system technology for resilient message-passing applications that is automated, scalable, and transparent. The technology provides mechanisms for process replication, process migration, and adaptive failure detection. To quantify the performance overhead of the technology, we benchmark a distributed application exemplar to represent a broader class of applications.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6127514,no
Adaptive Failure Detection via Heartbeat under Hadoop,2011,"Hadoop has become one popular framework to process massive data sets in a large scale cluster. However, it is observed that the detection of the failed worker is delayed, which may result in a significant increase in the completion time of jobs with different workload. To cope with it, we present two mechanisms: Adaptive interval and Reputation-based Detector that support Hadoop to detect the failed worker in the shortest time. The Adaptive interval is trying to dynamically configure the expiration time which is adaptive to the job size. The Reputation-based Detector is trying to evaluate the reputation of each worker. Once the reputation of a worker is lower than a threshold, then the worker will be considered as a failed worker. In our experiments, we demonstrate that both of these strategies have achieved great improvement in the detection of the failed worker. Specifically, the Adaptive interval has a relatively better performance with small jobs, while the Reputation-based Detector is more suitable for large jobs.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6127967,no
Software Fault Prediction Framework Based on aiNet Algorithm,2011,"Software fault prediction techniques are helpful in developing dependable software. In this paper, we proposed a novel framework that integrates testing and prediction process for unit testing prediction. Because high fault prone metrical data are much scattered and multi-centers can represent the whole dataset better, we used artificial immune network (aiNet) algorithm to extract and simplify data from the modules that have been tested, then generated multi-centers for each network by Hierarchical Clustering. The proposed framework acquires information along with the testing process timely and adjusts the network generated by aiNet algorithm dynamically. Experimental results show that higher accuracy can be obtained by using the proposed framework.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6128133,no
Adaptive Energy-Efficient Architecture for WCDMA Channel Estimation,2011,"Due to the fast changing wireless communication standards coupled with strict performance constraints, the demand for flexible yet high-performance architectures is increasing. To tackle the flexibility requirement, Software-Defined Radio (SDR) is emerging as an obvious solution, where the underlying hardware implementation is tuned via software layers to the varied standards depending on power-performance and quality requirements leading to adaptable, cognitive radio. To design the hardware architecture for SDR is an interesting challenge, which involves determining the perfect balance of flexibility and performance for the target algorithmic kernels. In this paper, we conduct such a design case study for representatives of two complexity classes of WCDMA channel estimation algorithms. The two algorithms, polynomial channel estimation and weighted multi-slot averaging, differ also significantly in their algorithmic performance, difference which can be exploited in cognitive radio. Furthermore, we propose new design guidelines for highly specialised architectures that provide just enough flexibility to support multiple applications, targeting adaptability, low power and high-performance. Our experiments with various design points show that the resulting architecture meets the performance constraints of WCDMA and offers weak programmability to tune the architecture depending on power/performance constraints of SDR.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6128595,no
Specialist tool for monitoring the measurement degradation process of induction active energy meters,2011,"This paper presents a methodology and a specialist tool for failure probability analysis of induction type watt-hour meters, considering the main variables related to their measurement degradation processes. The database of the metering park of a distribution company, named Elektro Electricity and Services Co., was used for determining the most relevant variables and to feed the data in the software. The modeling developed to calculate the watt-hour meters probability of failure was implemented in a tool through a user friendly platform, written in Delphi language. Among the main features of this tool are: analysis of probability of failure by risk range; geographical localization of the meters in the metering park, and automatic sampling of induction type watt-hour meters, based on a risk classification expert system, in order to obtain information to aid the management of these meters. The main goals of the specialist tool are following and managing the measurement degradation, maintenance and replacement processes for induction watt-hour meters.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6128831,no
Prototype design of low cost four channels digital electroencephalograph for sleep monitoring,2011,"The electrical activity in brain or known as electroencephalogram (EEG) signal is being used in the diagnosis of sleep quality. Based on EEG signal, power of brain wave that related with a sleep quality could be obtained by analysis of power spectral density. The problem in developing countries, for example in Indonesia, EEG instrument is not widely available in each region of the country. This project designed and implemented four channels digital EEG, in which the design of hardware and software concepts was adopted from OpenEEG project. A four channels EEG amplifier operated by battery with average gain magnitude of 6100 times, bandwidth 0.05-60Hz and slope gradient of -60.00 dB/decade is developed. Digital board consists of AT-mega8 and serial interface with optocoupler is used to interface and viewed EEG signal on notebook. The prototype has successfully detected patterns of cardiac signal simultaneously with good SNR. In EEG measurement through monitoring the brain wave sleep, the data generated by PSD (Power Spectral Density) graph show the dominance of the brain signals at 7-9Hz (alpha) and 3-5Hz (theta). From several tests and measurements, this research concludes that the prototype of low cost EEG 4 channels is capable of acquiring satisfactory brain wave monitoring during sleep from healthy volunteer.",http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6130154,no
