Document Title,Abstract,Year,PDF Link,Authors,Source,abs,label
Properties of two?s complement floating point notations,"This paper presents the design of a combined two's complement and IEEE 754-compliant floating-point comparator. Unlike previous designs, this comparator incorporates both operand types into one unit, while still maintaining low area and high speed. The comparator design uses a novel magnitude comparator with logarithmic delay, plus additional logic to handle both two's complement and floating point operands. The comparator fully supports 32-bit and 64-bit floating-point comparisons, as defined in the IEEE 754 standard, as well as 32-bit and 64-bit two's complement comparisons. Area and delay estimates are presented for designs implemented in AMI C5N 0.5 &mu;m CMOS technology.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1464531,Sylvie Boldo and Marc Daumas,"International Journal on Software Tools for Technology Transfer (STTT), Volume 5, Numbers 2-3 / March, 2004",no,no
Propositional Logic Constraint Patterns and Their Use in UML-Based Conceptual Modeling and Analysis,"An important conceptual modeling activity in the development of database, object-oriented and agent-oriented systems is the capture and expression of domain constraints governing underlying data and object states. UML is increasingly used for capturing conceptual models, as it supports conceptual modeling of arbitrary domains, and has extensible notation allowing capture of invariant constraints both in the class diagram notation and in the separately denoted OCL syntax. However, a need exists for increased formalism in constraint capture that does not sacrifice ease of use for the analyst. In this paper, we codify a set of invariant patterns formalized for capturing a rich category of propositional constraints on class diagrams. We use tools of Boolean logic to set out the distinction between these patterns, applying them in modeling by way of example. We use graph notation to systematically uncover constraints hidden in the diagrams. We present data collected from applications across different domains, supporting the importance of ""pattern-finding"" for n-variable propositional constraints using general graph theoretic methods. This approach enriches UML-based conceptual modeling for greater completeness, consistency, and correctness by formalizing the syntax and semantics of these constraint patterns, which has not been done in a comprehensive manner before now",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4072752,"By James P. Davis , Ronald D. Bonnell","Found in: IEEE Transactions on Knowledge and Data Engineering 
Issue Date:March 2007 
pp. 427-440",no,no
Proselytizing pervasive computing education: a strategy and approach influenced by human-computer interaction,"A course on pervasive computing should be structured around key functions throughout a systems development process to cover common underlying concerns throughout science and engineering disciplines - development of design rationale, prototyping, evaluation, and component reuse. However, broader considerations of usage context and appreciation for research and methodological contributions from other disciplines must be strongly factored into course planning. To achieve both goals, we suggest learning objectives, a general strategy and approach using case-based learning.",2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1276942,"D. Scott Mccrickard, C. M. Chewar",In Proceedings of the Second IEEE Annual Conference on Pervasive Computing and Communications Workshops (March 14-17  2004),no,no
Protection of database security via collaborative inference detection.,"Malicious users can exploit the correlation among data to infer sensitive information from a series of seemingly innocuous data accesses. Thus, we develop an inference violation detection system to protect sensitive data content. Based on data dependency, database schema and semantic knowledge, we constructed a semantic inference model (SIM) that represents the possible inference channels from any attribute to the pre-assigned sensitive attributes. The SIM is then instantiated to a semantic inference graph (SIG) for query-time inference violation detection. For a single user case, when a user poses a query, the detection system will examine his/her past query log and calculate the probability of inferring sensitive information. The query request will be denied if the inference probability exceeds the prespecified threshold. For multi-user cases, the users may share their query answers to increase the inference probability. Therefore, we develop a model to evaluate collaborative inference based on the query sequences of collaborators and their task-sensitive collaboration levels. Experimental studies reveal that information authoritativeness, communication fidelity and honesty in collaboration are three key factors that affect the level of achievable collaboration. An example is given to illustrate the use of the proposed technique to prevent multiple collaborative users from deriving sensitive information via inference.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4358939,Y. Chen and W. W. Chu.,"Ieee Transactions on Knowledge and Data Engineering 20 (8):1013-1027, 2008.",no,no
Protocol analysis: a neglected practice,"Geographic routing protocols greatly reduce the requirements of topology storage and provide flexibility in the accommodation of the dynamic behavior of ad hoc networks. This paper presents performance evaluations and comparisons of two geographic routing protocols and the popular AODV protocol. The trade-offs among the average path reliabilities, average conditional delays, average conditional number of hops, and area spectral efficiencies and the effects of various parameters are illustrated for finite ad hoc networks with randomly placed mobiles. This paper uses a dual method of closed-form analysis and simple simulation that is applicable to most routing protocols and provides a much more realistic performance evaluation than has previously been possible. Some features included in the new analysis are shadowing, exclusion and guard zones, and distance-dependent fading.",2014,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6956903,"Stephen Owen, Pearl Brereton, David Budgen","Communications of the ACM,   Volume 49 Issue 2, February 2006, Publisher: ACM",no,no
Protocol Conformance Testing a SIP Registrar: an Industrial Application of Formal Methods,"Various research prototypes and a well-founded theory of model based testing (MBT) suggests the application of MBT to real-world problems. In this article we report on applying the well-known TGV tool for protocol conformance testing of a Session Initiation Protocol (SIP) server. Particularly, we discuss the performed abstractions along with corresponding rationales. Furthermore, we show how to use structural and fault-based techniques for test purpose design. We present first empirical results obtained from applying our test cases to a commercial implementation and to a popular open source implementation of a SIP Registrar. Notably, in both implementations our input output labeled transition system model proved successful in revealing severe violations of the protocol.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4343938,"By Bernhard K. Aichernig , Bernhard Peischl , Martin Weiglhofer , Franz Wotawa","Found in: Fifth IEEE International Conference on Software Engineering and Formal Methods (SEFM 2007) 
Issue Date:September 2007 , pp. 215-226",no,no
Prototype System for Semantic Retrieval of Neurological PET Images,"<p><p>Positron Emission Tomography (PET) is used within neurology to study the underlying biochemical basis of cognitive functioning. Due to the inherent lack of anatomical information its study in conjunction with image retrieval is limited. Content based image retrieval (CBIR) relies on visual features to quantify and classify images with a degree of domain specific saliency. Numerous CBIR systems have been developed semantic retrieval, has however not been performed. This paper gives a detailed account of the framework of visual features and semantic information utilized within a prototype image retrieval system, for PET neurological data. Images from patients diagnosed with different and known forms of Dementia are studied and compared to controls. Image characteristics with medical saliency are isolated in a top down manner, from the needs of the clinician - to the explicit visual content. These features are represented via Gabor wavelets and mean activity levels of specific anatomical regions. Preliminary results demonstrate that these representations are effective in reflecting image characteristics and subject diagnosis; consequently they are efficient indices within a semantic retrieval system.</p></p>",2008,http://dl.acm.org/citation.cfm?id=1423393&CFID=932208498&CFTOKEN=29432807,"Stephen Batty, John Clark, Tim Fryer and Xiaohong Gao","Book Series Lecture Notes in Computer Science, Volume 4987/2008, Book Medical Imaging and Informatics, Pages 179-188, SpringerLink Date Wednesday, June 11, 2008",no,no
Proving the concept of a data broker as an emergent alternative to supra-enterprise EPR systems.,"Electronic Patient Records systems configured into large enterprise models have become the assumed best route forward. In England, as in several other countries, this has expanded to a major meta-enterprise procurement programme. However, concerns are raised that such systems lack user ownership, and experience from other sectors shows difficulties with large enterprise systems. At a time of great change and once again shifting organizations, is this move simply building large and ponderous edifices with unstable materials? Latest software engineering research is now demonstrating the potential of an alternative model, enabling trusted information brokers to search out in real time at point of use data held in registered local and departmental systems. If successful, this could enable a new and less cumbersome paradigm. The data could move where needed whatever the service configuration. A concept demonstrator has been built set in the context of health and social care in England. It is important for all technological support to the health sector to be reviewed as new technologies emerge so as to identify and exploit new opportunities, and the results of this 3 year project show that the health record information broker route merits further investigative research.",2005,http://www.tandfonline.com/doi/abs/10.1080/14639230500299014,"M. J. Rigby, D. Budgen, O. P. Brereton, K. Bennett, P. Layzell, J. Keane, M. J. Russell, I. Kotsiopoulos, M. Turner, and F. Zhu.","Medical Informatics and the Internet in Medicine 30 (2):99-106, 2005.",no,no
Pursuing Electronic Health,"Current emphasis on the computerization of healthcare makes research on physician technology acceptance increasingly important. By understanding factors in physician acceptance and use of information technology, administrators may be able to increase the value of systems in their organizations. The objective of this study was to examine the effect of physician characteristics on effort expectancy and performance expectancy in the context of forthcoming EHR. This was achieved through a survey of 256 physicians in an academic medical group practice just before the implementation of a vendor-based EHR. Openness to change in clinical practice and being a male were positively related to effort expectancy and performance expectancy. Age and computer self-efficacy had negative and positive associations with effort expectancy respectively. These results contribute to the growing literature on technology acceptance in healthcare and highlight some specific physician characteristics that administrators may be able to leverage when managing EHR implementations.",2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6149174,Mkwama Ndeti and Carlisle George,"Book Series IFIP International Federation for Information Processing, Volume 189/2005, Book Challenges of Expanding Internet: E-Commerce, E-Business, and E-Government, Pages 251-264, SpringerLink Date Thursday, June 08, 2006",no,no
Python,"Software developers use Application Programming Interfaces (APIs) of libraries and frameworks extensively while writing programs. In this context, the recommendations provided in code completion pop-ups help developers choose the desired methods. The candidate lists recommended by these tools, however, tend to be large, ordered alphabetically and sometimes even incomplete. A fair amount of work has been done recently to improve the relevance of these code completion results, especially for statically typed languages like Java. However, these proposed techniques rely on the static type of the object and are therefore inapplicable for a dynamically typed language like Python. In this paper, we present PyReco, an intelligent code completion system for Python which uses the mined API usages from open source repositories to order the results based on relevance rather than the conventional alphabetic order. To recommend suggestions that are relevant for a working context, a nearest neighbor classifier is used to identify the best matching usage among all the extracted usage patterns. To evaluate the effectiveness of our system, the code completion queries are automatically extracted from projects and tested quantitatively using a ten-fold cross validation technique. The evaluation shows that our approach outperforms the alphabetically ordered API recommendation systems in recommending APIs for standard, as well as, third-party libraries.",2016,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7781796,"Michael Salib, Jonathan Bachrach",,no,no
Qos for wireless interactive multimedia streaming,"With the microelectronic technology, photoelectron technology and the continuous development of wireless network technology, the development of the computer has entered the era of mobile, with PDA, portable computers and dressing equipment, becoming increasingly prevalent in mobile computing systems, represented by the use of computers in mobile, wireless devices, pocket will move the subject through the network and huge number space seamlessly together, has become possible, in this paper, based on the system design and implementation of wireless interactive multimedia system was tested, develop a set of interactive multimedia system in wireless environment, through the wireless network environment to build a wireless interactive platform, the mobile terminal and data service center, or between mobile terminal and mobile terminal through the platform for multimedia data transmission and information interaction.",2014,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6976217,"Kostas E. Psannis, Yutaka Ishibashi, Marios G. Hadjinicolaou","Q2SWinet '07: Proceedings of the 3rd ACM workshop on QoS and security for wireless and mobile networks, October 2007, Publisher: ACM",no,no
Quality Assessment of Modeling and Simulation of Network-Centric Military Systems,"Modeling and simulation (M&S) of network-centric military systems poses significant technical challenges. A network-centric military system (also known as network-centric operations, network-centric warfare or FORCEnet) is a system of systems aligning and integrating other systems such as battlefields, computers, databases, mobile devices, people (users), processes, satellites, sensors, warriors, shooters, and weapons into a globally networked distributed complex system. Characteristics of a network-centric military system are described using a layered architecture. Challenges for M&S of network-centric military systems are presented. The paper focuses on the quality assessment challenge and advocates the use of a quality model with four perspectives: product, process, project, and people. A hierarchy of quality indicators is presented for network-centric military system M&S. An approach is described for conducting collaborative assessment of M&S quality using the quality indicators.",1991,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=575408,Osman Balci and William Ormsby,"Book Modeling and Simulation Tools for Emerging Telecommunication Networks, Pages 365-382, SpringerLink Date Sunday, September 10, 2006",no,no
Quantifying identifier quality: an analysis of trends,"In this paper, spatial and temporal pattern analysis was performed to obtain better understanding of the water quality in the Min River Basin. The water quality data of 34 sites for five indicators, Chemical Oxygen Demand (COD), Biochemical Oxygen Demand (BOD<sub>5</sub>), Total Nitrogen (TN), Total Phosphorus (TP), and Dissolved Oxygen (DO) between 2001 and 2010 were analyzed. The spatial trends of water quality for the 2000s were presented. An interpolation approach based on the distance along river network was used to reveal the spatial variation of water quality in year 2010. A non-parametric seasonal Mann-Kendall's test was employed to determine the significance of temporal trends for each parameter of each site. Basically, the water quality of the Min River basin is good and most of the segments can satisfy the national environmental standards of Class III. Moreover, certain spatial and temporal patterns can be discovered through the analysis. The best water quality is in the Dadu River, the Qingyi River, and the upper parts of the Min River. The water quality of the Fu River is the worst in the basin. The middle parts of the Min River are worse than the lower parts and better than the Fu River. From temporal perspective, COD showed significant upward trend, whereas BOD<sub>5</sub> showed significant downward trend. TN and TP showed increasing trends in a similar spatial manner, which exhibits the signs of degradation in water quality. Particularly, the concentration of TN exhibited significant upward trend. Nevertheless, DO showed some upward trends. The reasons of the spatial-temporal characteristics were also discussed and some water management strategies were recommended.",2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6349581,"Dawn Lawrie, Henry Feild, David Binkley","August 2007 
Empirical Software Engineering,   Volume 12 Issue 4 
Publisher: Kluwer Academic Publishers",no,no
Quantifying Software Process Improvement,"TD-SCDMA is known as the low chip-rate time division duplex (LCR TDD) mode of the third generation partnership program (3GPP). It incorporates a combination of time and code division multiple access schemes and is well suited for advanced techniques like joint detection (JD) and spatial processing. This work focuses on the performance and memory requirements of a completely software-based zero-forcing block linear (ZF-BLE) JD and spatial processing receiver for a TD-SCDMA system, which combats intersymbol interference (ISI) as well as multi access interference (MAI). The analysis is based on the TMS320C6416T, which is a 1 GHz DSP with four 16-bit MAC units and a 1 Mbyte level-2 unified on-chip memory space.",2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1389134,C. Verhoef,HELPPPPP!,no,no
Quantifying the Effects of Aspect-Oriented Programming: A Maintenance Study,"One of the main promises of aspect-oriented programming (AOP) is to promote improved modularization of crosscutting concerns, thereby enhancing the software stability in the presence of changes. This paper presents a quantitative study that assesses the positive and negative effects of AOP on typical maintenance activities of a Web information system. The study consists of a systematic comparison between the object-oriented and the aspect-oriented versions of the same application in order to assess to what extent each solution provides maintainable software decompositions. Our analysis was driven by fundamental modularity attributes, such as coupling, cohesion, conciseness, and separation of concerns. We have found that the aspect-oriented design has exhibited superior stability and reusability through the changes, as it has resulted in fewer lines of code, improved separation of concerns, weaker coupling, and lower intra-component complexity",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4021341,"Uir? Kulesza, Ro Garcia, Roberta Coelho, Arndt Staa, Carlos Lucena",2006 Proc. of the Intl Conf. on Software Maintenance (ICSM?06),no,no
QuARS: A Tool for Analyzing Requirements,"The ability of the human mind to perceive visual informationmakes visualization not only useful, but a powerful toolfor information discovery. Answering questions about complexrelationships requires the analyst to choose a statistical analysistechnique that makes relationships visually discernible. Oftenthe proper technique is dependent on the characteristics of thedataset, such as dependency among variables, sample size, andtypes of data (ordinal or categorical). In this work, we proposea web based interface approach that visualizes various statisticaltests and displays the distributions of data using color codingschemes. With our system, a user can select multiple variablesinteractively, and the resulting selections will be visualized tohelp the user understand the data and statistical formulas used toshow it. This capability allows a user to quickly evaluate differentsubsets of a large, complex dataset for statistical correlations. Tovalidate our approach, we performed a controlled user study toevaluate the ease of use of our system, and to test the effectivenessof our interface. We see our system as directly applicable to dataanalytical tasks, as well as a useful teaching tool for those learningdata analytics.",2016,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7756963,Giuseppe Lami,"TECHNICAL REPORT 
CMU/SEI-2005-TR-014 
ESC-TR-2005-014, September 2005",no,no
Query Planning for Searching Inter-dependent Deep-Web Databases,"<p><p>Increasingly, many data sources appear as online databases, hidden behind query forms, thus forming what is referred to as the &lt;em&gt;deep web&lt;/em&gt;. It is desirable to have systems that can provide a high-level and simple interface for users to query such data sources, and can automate data retrieval from the deep web. However, such systems need to address the following challenges. First, in most cases, no single database can provide all desired data, and therefore, multiple different databases need to be queried for a given user query. Second, due to the dependencies present between the deep-web databases, certain databases must be queried before others. Third, some database may not be available at certain times because of network or hardware problems, and therefore, the query planning should be capable of dealing with unavailable databases and generating alternative plans when the optimal one is not feasible.</p><p>This paper considers query planning in the context of a deep-web integration system. We have developed a dynamic query planner to generate an efficient query order based on the database dependencies. Our query planner is able to select the &lt;em&gt;top&lt;/em&gt;&lt;em&gt;K&lt;/em&gt;query plans. We also develop cost models suitable for query planning for deep web mining. Our implementation and evaluation has been made in the context of a bioinformatics system, SNPMiner. We have compared our algorithm with a naive algorithm and the optimal algorithm. We show that for the 30 queries we used, our algorithm outperformed the naive algorithm and obtained very similar results as the optimal algorithm. Our experiments also show the scalability of our system with respect to the number of data sources involved and the number of query terms.</p></p>",2008,http://dl.acm.org/citation.cfm?id=1425151&CFID=932208173&CFTOKEN=35691420,"Fan Wang, Gagan Agrawal and Ruoming Jin","Book Series Lecture Notes in Computer Science, Volume 5069/2008, Book Scientific and Statistical Database Management, Pages 24-41, SpringerLink Date Friday, July 11, 2008",no,no
RankProd: A bioconductor package for detecting differentially expressed genes in meta-analysis,"<p><b>Summary:</b> While meta-analysis provides a powerful tool for analyzing microarray experiments by combining data from multiple studies, it presents unique computational challenges. The Bioconductor package RankProd provides a new and intuitive tool for this purpose in detecting differentially expressed genes under two experimental conditions. The package modifies and extends the rank product method proposed by Breitling <i>et al</i>., [(2004) <i>FEBS Lett.</i>, <b>573</b>, 83--92] to integrate multiple microarray studies from different laboratories and/or platforms. It offers several advantages over <i>t</i>-test based methods and accepts pre-processed expression datasets produced from a wide variety of platforms. The significance of the detection is assessed by a non-parametric permutation test, and the associated <i>P</i>-value and false discovery rate (FDR) are included in the output alongside the genes that are detected by user-defined criteria. A visualization plot is provided to view actual expression levels for each gene with estimated significance measurements.</p>   <p><b>Availability:</b> RankProd is available at Bioconductor <URLREF>http://www.bioconductor.org</URLREF>. A web-based interface will soon be available at <URLREF>http://cactus.salk.edu/RankProd</URLREF></p>   <p>      <b>Contact:</b>      <EMAILREF>fhong@salk.edu</EMAILREF>   </p>   <p><b>Supplementary information:</b> Supplementary data are available at <i>Bioinformatics</i> online.</p>",2006,http://dl.acm.org/citation.cfm?id=1182376&CFID=932207065&CFTOKEN=51753205,"Hong, F.a b , Breitling, R.c , McEntee, C.W.a , Wittner, B.S.d , Nemhauser, J.L.e , Chory, J.a b","(2006) Bioinformatics, 22 (22), pp. 2825-2827. Cited 7 times.",no,no
Rapid Benchmarking for Semantic Web Knowledge Base Systems,"Adaptive learning (AL) systems have long been one of the promising solutions to web-based personalized learning. This paper proposes a framework to solve the problem of integrating knowledge resources on the Web based on Semantic Web languages. As a consequence, knowledge modules of an AL system can be shared and reused on the Internet, resulting a service-based approach to developing distributed AL systems. Based on this framework, a prototype AL system was implemented to demonstrate how the knowledge modules of an AL system can be developed and integrated. Finally, a preliminary prototype evaluation result shows that the performance of the service-based approach is acceptable under light to middle traffics of requests based on current web service implementations.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4561628,"Sui-Yu Wang, Yuanbo Guo, Abir Qasem and Jeff Heflin","Book Series Lecture Notes in Computer Science, Volume 3729/2005, Book The Semantic Web ? ISWC 2005, Pages 758-772, SpringerLink Date Monday, October 17, 2005",no,no
RE Approach for e-Business Advantage,"Wireless Sensor Network is a group of distributed sensor nodes that has many applications those can vary from simple such as sensing temperature, pressure, humidity from the environment to critical applications that includes traffic monitoring, target tracking, patient monitoring etc. These critical applications are real time applications those can be possible with the Mobile Wireless Sensor Network (MWSN). MWSN can support the reliability of real time applications as mentioned. The basic of MWSN is handover procedure that can help them to maintain the existence of sensor node in between or from away the mobility range. There are various types of handover procedures and techniques to handle the mobility of sensor node with the support of different handover strategies. These handover techniques are somewhat different from each other and can affect more or less the performance of the network in terms of some network parameters such as network throughput, average time taken to send packets and packet delivery ratio. IEEE 802.15.4 is one of the standards from many technologies used in WSN. It can cover limited area. Thus, in IEEE 802.15.4 Wireless Personal Area Network coordinators are used to extend the coverage area that can help to deploy the mobility of sensor nodes in WSN with the help of handover procedures. These various handover techniques focus on the different parameters according to the requirement of the application for which these are needed and used in wireless scenario. These parameters such as average delay, packet delivery ratio, network throughput, energy consumption etc. can change the performance of the network by effecting more or less network lifetime.",2015,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7375118,"Steven J. Bleistein, Karl Cox, and June Verner",2004 ? Anniversary International Workshop on Requirements Engineering: Foundation of Software Quality (REFSQ),no,no
Reaching Beyond the Invisible Barriers: Serving a Community of Users with Multiple Needs,"<p>This paper discusses a four-phase model for evaluating multimedia learning materials that emphasizes the diversity of learners and variations in instructional needs and user characteristics. The authors begin with an overview of the model, supporting evidence for its use, and key characteristics of users supported by each of the phases. They then focus on results of a current use that emphasized stage four, real-time usability, and show how they were able to document that the models under review met the needs of diverse learners and varied instructional strategies.</p>",2007,http://dl.acm.org/citation.cfm?id=1757229&CFID=932219036&CFTOKEN=78136938,Dianna L. Newman and Gary Clure,"Book Series Lecture Notes in Computer Sciencel, Volume 4556/2007, Book Universal Access in Human-Computer Interaction. Applications and Services, Pages 716-727, SpringerLink Date Friday, August 24, 2007",no,no
Reading and class work,"We develop a novel technique for class-based matching of object parts across large changes in viewing conditions. Given a set of images of objects from a given class under different viewing conditions, the algorithm identifies corresponding regions depicting the same object part in different images. The technique is based on using the equivalence of corresponding features in different viewing conditions. This equivalence-based matching scheme is not restricted to planar components or affine transformations. As a result, it identifies corresponding parts more accurately and under more general conditions than previous methods. The scheme is general and works for a variety of natural object classes. We demonstrate that using the proposed methods, a dense set of accurate correspondences can be obtained. Experimental comparisons to several known techniques are presented. An application to the problem of invariant object recognition is shown, and additional applications to wide-baseline stereo are discussed.",2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1384972,Henry M. Walker,"ACM SIGCSE Bulletin,   Volume 39 Issue 2, June 2007, Publisher: ACM",no,no
Read-It: A Multi-modal Tangible Interface for Children Who Learn to Read,AbstractMulti-modal tabletop applications offer excellent opportunities for enriching the education of young children. Read-It is an example of an interactive game with a multi-modal tangible interface that was designed to combine the advantages of current physical games and computer exercises. It is a novel approach for supporting children who learn to read. The first experimental evaluation has demonstrated that the Read-It approach is indeed promising and meets a priori expectations.,2004,http://dx.doi.org/10.1007/978-3-540-28643-1_29,"Ivo Weevers, Wouter Sluis, Claudia van Schijndel, Siska Fitrianie, Lyuba Kolos-Mazuryk and Jean-Bernard Martens","Book Series Lecture Notes in Computer Science, Volume 3166/2004, Book Entertainment Computing ? ICEC 2004, Pages 226-234, SpringerLink Date Wednesday, August 04, 2004",no,no
Read-It: five-to-seven-year-old children learn to read in a tabletop environment,"Augmented tabletops can be used to create multi-modal and collaborative environments in which natural interactions with tangible objects that represent virtual (digital) information can be performed. Such environments are considered potentially interesting for many different applications. In this paper, we address the question of whether or not it makes sense to use such environments to design learning experiences for young children. More specifically, we present the ""Read-It"" application that we have created to illustrate how augmented tabletops can support the development of reading skills. Children of five-to-seven-years old were actively involved in designing and testing this application. A pilot experiment was conducted with a prototype of the Read-It application, in order to confirm that it does indeed meet the a priori expectations. We hope that the Read-It application will inspire the development of more tabletop applications that are targeted at specific user groups and activities.",2004,http://dl.acm.org/citation.cfm?id=1017843&CFID=932221219&CFTOKEN=84956772,"R. J. W. Sluis, I. Weevers, C. H. G. J. van Schijndel, L. Kolos-Mazuryk, S. Fitrianie, J. B. O. S. Martens","IDC '04: Proceedings of the 2004 conference on Interaction design and children: building a community, June 2004, Publisher: ACM",no,no
Ready! Set! Go! An Action Research Agenda for Software Architecture Research,"Software architecture practice is highly complex. Software architects interact with business as well as technical aspects of systems, often embedded in large and changing organizations. We first make an argument that an appropriate research agenda for understanding, describing, and changing architectural practice in this context is based on an action research agenda in which researchers use ethnographic techniques to understand practice and engages directly with and in practice when proposing and designing new practices. Secondly, we present an overview of an ongoing project which applies action research techniques to understand and potentially change architectural practice in four Danish software companies.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4459165,"By Henrik Baerbak Christensen , Klaus Marius Hansen , Kari Rye Schougaard","Found in: Seventh Working IEEE/IFIP Conference on Software Architecture (WICSA 2008)
Issue Date:February 2008 
pp. 257-260",no,no
Realising evidence-based software engineering,The following topics are dealt with: evidence-based software engineering; search engine; software process simulation.,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4273271,"Barbara Kitchenham, David Budgen, Pearl Brereton, Step Hen Linkman","ACM SIGSOFT Software Engineering Notes,   Volume 30 Issue 4 , July 2005 , Publisher: ACM",no,no
Realising evidence-based software engineering (REBSE-2) a report from the workshop held at ICSE 2007,"<p><b>Context:</b> The REBSE international workshops are concerned with exploring the adaptation and use of the evidence-based paradigm in software engineering research and practice, through a mix of presentations and discussion.</p> <p><b>Objectives:</b> These were to explore both experience with, and potential for, evidence-based software engineering (EBSE); to consider how this might affect empirical practices in software engineering; and to work towards creating a community of researchers to practice and promote EBSE.</p> <p><b>Method:</b> Three sessions were dedicated to a mix of presentations and interactive discussion, while the fourth was dedicated to summarising progress and identifying both issues of concern and actions to pursue.</p> <p><b>Conclusions:</b> While we identified a number of issues, a key need is clearly to have a central repository to both provide information and to maintain a record of activity in this area.</p>",2007,http://dl.acm.org/citation.cfm?id=1281441&CFID=932206680&CFTOKEN=75780492,"David Budgen, Pearl Brereton","ACM SIGSOFT Software Engineering Notes,   Volume 32 Issue 4, July 2007, Publisher: ACM",no,no
Realising evidence-based software engineering a report from the workshop held at ICSE 2005,"<b>Context:</b> The workshop was held to explore the potential for adapting the ideas of evidence-based practices as used in medicine and other disciplines for use in software engineering.<b>Objectives:</b> To devise ways of developing suitable evidence-based practices and procedures, especially the use of structured literature reviews, and introducing these into software engineering research and practice.<b>Method:</b> Three sessions were dedicated to a mix of presentations based on position papers and interactive discussion, while the fourth focused upon the key issues as decided by the participants.<b>Results:</b> An initial scoping of the major issues, identification of useful parallels, and some plans for future development of an evidence-based software engineering community.<b>Conclusions:</b> While there are substantial challenges to introducing evidence-based practices, there are useful experiences to be drawn from a variety of other domains.",2005,http://dl.acm.org/citation.cfm?id=1095435&CFID=932206490&CFTOKEN=17745891,"David Budgen, Barbara Kitchenham","September 2005, ACM SIGSOFT Software Engineering Notes,   Volume 30 Issue 5, Publisher: ACM",no,no
Realizing quality improvement through test driven development: results and experiences of four industrial teams,"<p>Test-driven development (TDD) is a software development practice that has been used sporadically for decades. With this practice, a software engineer cycles minute-by-minute between writing failing unit tests and writing implementation code to pass those tests. Test-driven development has recently re-emerged as a critical enabling practice of agile software development methodologies. However, little empirical evidence supports or refutes the utility of this practice in an industrial context. Case studies were conducted with three development teams at Microsoft and one at IBM that have adopted TDD. The results of the case studies indicate that the pre-release defect density of the four products decreased between 40% and 90% relative to similar projects that did not use the TDD practice. Subjectively, the teams experienced a 15---35% increase in initial development time after adopting TDD.</p>",2008,http://dl.acm.org/citation.cfm?id=1380664&CFID=932217374&CFTOKEN=13540843,"Nachiappan Nagappan, E. Michael Maximilien, Thirumalesh Bhat, Laurie Williams","June 2008 
Empirical Software Engineering,   Volume 13 Issue 3 
Publisher: Kluwer Academic Publishers",no,no
Real-Time Rendering of Fur,"This paper presents a system for inferring complex mental states from video of facial expressions and head gestures in real-time. The system is based on a multi-level dynamic Bayesian network classifier which models complex mental states as a number of interacting facial and head displays, identified from component-based facial features. Experimental results for 6 mental states groups- agreement, concentrating, disagreement, interested, thinking and unsure are reported. Real-time performance, unobtrusiveness and lack of preprocessing make our system particularly suitable for user-independent human computer interaction.",2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1384952,Gary Sheppard,"This report is submitted in partial fulfilment of the requirement for the degree of Bachelor of Engineering with Honours in Software Engineering by Gary Sheppard, 5th May 2004",no,no
RealTourist ? A Study of Augmenting Human-Human and Human-Computer Dialogue with Eye-Gaze Overlay,"<p>We developed and studied an experimental system, RealTourist, which lets a user to plan a conference trip with the help of a remote tourist consultant who could view the tourist&#8217;s eye-gaze superimposed onto a shared map. Data collected from the experiment were analyzed in conjunction with literature review on speech and eye-gaze patterns. This inspective, exploratory research identified various functions of gaze-overlay on shared spatial material including: accurate and direct display of partner&#8217;s eye-gaze, implicit deictic referencing, interest detection, common focus and topic switching, increased redundancy and ambiguity reduction, and an increase of assurance, confidence, and understanding. This study serves two purposes. The first is to identify patterns that can serve as a basis for designing multimodal human-computer dialogue systems with eye-gaze locus as a contributing channel. The second is to investigate how computer-mediated communication can be supported by the display of the partner&#8217;s eye-gaze.</p>",2005,http://dl.acm.org/citation.cfm?id=2106454&CFID=932220596&CFTOKEN=26182892,"Pernilla Qvarfordt , David Beymer and Shumin Zhai","Book Series Lecture Notes in Computer Science, Volume 3585/2005, Book Human-Computer Interaction - INTERACT 2005, Pages 767-780, SpringerLink Date Wednesday, September 28, 2005",no,no
